,Ticker,Date,Period Ending,Estimate,Reported,Time,Surprise,Surprise %,Open Start,Open End
9102,ALB,2020-05-06,Mar-20,$0.85 ,$1.00 ,After Close,0.15,17.65%,59.900001525878906,80.22000122070312
9103,ALB,2020-02-19,Dec-19,$1.75 ,$1.73 ,After Close,-0.02,-1.14%,-,-
9104,ALB,2019-11-06,Sep-19,$1.49 ,$1.53 ,After Close,0.04,2.68%,-,-
9105,ALB,2019-08-07,Jun-19,$1.41 ,$1.55 ,After Close,0.14,9.93%,74.70999908447266,68.66999816894531
9106,ALB,2019-05-08,Mar-19,$1.21 ,$1.23 ,After Close,0.02,1.65%,-,-
9107,ALB,2019-02-20,Dec-18,$1.46 ,$1.53 ,After Close,0.07,4.79%,-,-
9108,ALB,2018-11-07,Sep-18,$1.25 ,$1.31 ,After Close,0.06,4.80%,-,-
9109,ALB,2018-08-07,Jun-18,$1.28 ,$1.36 ,After Close,0.08,6.25%,97.41000366210938,105.5999984741211
9110,ALB,2018-05-09,Mar-18,$1.20 ,$1.30 ,After Close,0.1,8.33%,101.45999908447266,92.37999725341795
9111,ALB,2018-02-27,Dec-17,$1.21 ,$1.34 ,After Close,0.13,10.74%,112.5999984741211,93.6500015258789
9112,ALB,2017-11-08,Sep-17,$1.07 ,$1.08 ,After Close,0.01,0.93%,-,-
9113,ALB,2017-08-07,Jun-17,$1.11 ,$1.13 ,After Close,0.02,1.80%,-,-
9114,ALB,2017-05-03,Mar-17,$0.95 ,$1.05 ,After Close,0.1,10.53%,111.98999786376952,106.1999969482422
9115,ALB,2017-02-27,Dec-16,$0.75 ,$0.78 ,After Close,0.03,4.00%,-,-
9116,ALB,2016-11-07,Sep-16,$0.81 ,$0.91 ,After Close,0.1,12.35%,85.98999786376953,89.33999633789062
9117,ALB,2016-08-03,Jun-16,$1.00 ,$1.09 ,After Close,0.09,9.00%,84.16999816894531,76.83000183105469
9118,ALB,2016-05-10,Mar-16,$0.85 ,$1.12 ,After Close,0.27,31.76%,70.76000213623047,83.94999694824219
9119,ALB,2016-02-17,Dec-15,$0.83 ,$1.29 ,After Close,0.46,55.42%,51.34000015258789,63.43999862670898
9120,ALB,2015-11-04,Sep-15,$0.88 ,$0.90 ,After Close,0.02,2.27%,-,-
9121,ALB,2015-08-05,Jun-15,$0.82 ,$0.84 ,After Close,0.02,2.44%,-,-
9122,ALB,2015-05-06,Mar-15,$0.72 ,$1.17 ,After Close,0.45,62.50%,62.27999877929688,59.59999847412109
9123,ALB,2015-01-28,Dec-14,$1.01 ,$0.99 ,After Close,-0.02,-1.98%,-,-
9124,ALB,2014-10-22,Sep-14,$1.03 ,$1.14 ,After Close,0.11,10.68%,57.2400016784668,61.650001525878906
9125,ALB,2014-07-30,Jun-14,$1.09 ,$1.10 ,After Close,0.01,0.92%,-,-
9126,ALB,2014-04-16,Mar-14,$0.95 ,$0.96 ,After Close,0.01,1.05%,-,-
9127,ALB,2014-01-28,Dec-13,$1.04 ,$1.08 ,After Close,0.04,3.85%,-,-
9128,ALB,2013-10-16,Sep-13,$1.06 ,$1.09 ,After Close,0.03,2.83%,-,-
9129,ALB,2013-07-17,Jun-13,$0.99 ,$0.98 ,After Close,-0.01,-1.01%,-,-
9130,ALB,2013-04-17,Mar-13,$1.00 ,$0.93 ,After Close,-0.07,-7.00%,-,-
9131,ALB,2013-01-22,Dec-12,$0.99 ,$1.17 ,After Close,0.18,18.18%,65.7300033569336,64.73999786376953
9132,ALB,2012-10-17,Sep-12,$1.08 ,$1.10 ,After Close,0.02,1.85%,-,-
9133,KEYS,2022-08-17,Jul-22,$1.79 ,$2.01 ,After Close,0.22,12.29%,176.5500030517578,-
9134,KEYS,2022-05-17,Apr-22,$1.67 ,$1.83 ,After Close,0.16,9.58%,137.0,136.92999267578125
9135,KEYS,2022-02-17,Jan-22,$1.57 ,$1.65 ,After Close,0.08,5.10%,161.47999572753906,158.1199951171875
9136,KEYS,2021-11-22,Oct-21,$1.65 ,$1.82 ,After Close,0.17,10.30%,192.0399932861328,192.1999969482422
9137,KEYS,2021-08-18,Jul-21,$1.44 ,$1.54 ,After Close,0.1,6.94%,163.63999938964844,164.72999572753906
9138,KEYS,2021-05-19,Apr-21,$1.34 ,$1.44 ,After Close,0.1,7.46%,135.96600341796875,152.52000427246094
9139,KEYS,2021-02-18,Jan-21,$1.38 ,$1.43 ,After Close,0.05,3.62%,-,-
9140,KEYS,2020-11-18,Oct-20,$1.46 ,$1.62 ,After Close,0.16,10.96%,114.1999969482422,131.5
9141,KEYS,2020-08-20,Jul-20,$0.84 ,$1.19 ,After Close,0.35,41.67%,105.62000274658205,99.29000091552734
9142,KEYS,2020-05-26,Apr-20,$1.00 ,$0.78 ,After Close,-0.22,-22.00%,-,-
9143,KEYS,2020-02-24,Jan-20,$1.08 ,$1.26 ,After Close,0.18,16.67%,99.79000091552734,93.30999755859376
9144,KEYS,2019-11-26,Oct-19,$1.18 ,$1.33 ,After Close,0.15,12.71%,107.45999908447266,100.44000244140624
9145,KEYS,2019-08-21,Jul-19,$1.02 ,$1.25 ,After Close,0.23,22.55%,94.44000244140624,95.45999908447266
9146,KEYS,2019-05-29,Apr-19,$0.98 ,$1.22 ,After Close,0.24,24.49%,79.76000213623047,89.68000030517578
9147,KEYS,2019-02-21,Jan-19,$0.79 ,$0.93 ,After Close,0.14,17.72%,84.13999938964844,89.37000274658203
9148,KEYS,2018-11-20,Oct-18,$0.91 ,$1.01 ,After Close,0.1,10.99%,57.52000045776367,65.04000091552734
9149,KEYS,2018-08-21,Jul-18,$0.80 ,$0.89 ,After Close,0.09,11.25%,69.51000213623047,66.01000213623047
9150,KEYS,2018-05-30,Apr-18,$0.83 ,$0.83 ,After Close,0,0.00%,-,-
9151,KEYS,2018-03-01,Jan-18,$0.39 ,$0.51 ,After Close,0.12,30.77%,47.04999923706055,54.27999877929688
9152,KEYS,2017-12-06,Oct-17,$0.65 ,$0.71 ,After Close,0.06,9.23%,44.5,46.5
9153,KEYS,2017-08-30,Jul-17,$0.60 ,$0.61 ,After Close,0.01,1.67%,-,-
9154,KEYS,2017-06-06,Apr-17,$0.58 ,$0.64 ,After Close,0.06,10.34%,41.84999847412109,41.900001525878906
9155,KEYS,2017-02-16,Jan-17,$0.56 ,$0.57 ,After Close,0.01,1.79%,-,-
9156,KEYS,2016-11-17,Oct-16,$0.63 ,$0.64 ,After Close,0.01,1.59%,-,-
9157,KEYS,2016-08-17,Jul-16,$0.59 ,$0.63 ,After Close,0.04,6.78%,26.950000762939453,31.13999938964844
9158,KEYS,2016-05-19,Apr-16,$0.55 ,$0.61 ,After Close,0.06,10.91%,27.25,28.709999084472656
9159,KEYS,2016-02-18,Jan-16,$0.50 ,$0.55 ,After Close,0.05,10.00%,22.170000076293945,27.770000457763672
9160,KEYS,2015-11-19,Oct-15,$0.63 ,$0.71 ,After Close,0.08,12.70%,29.88999938964844,27.3700008392334
9161,KEYS,2015-08-19,Jul-15,$0.46 ,$0.55 ,After Close,0.09,19.57%,32.54999923706055,30.020000457763672
9162,KEYS,2015-05-19,Apr-15,$0.66 ,$0.70 ,After Close,0.04,6.06%,33.040000915527344,31.3700008392334
9163,KEYS,2015-02-19,Jan-15,$0.46 ,$0.56 ,After Close,0.1,21.74%,37.09000015258789,36.70000076293945
9164,PCAR,2022-07-26,Jun-22,$1.81 ,$2.07 ,Before Open,0.26,14.36%,87.33999633789062,-
9165,PCAR,2022-04-26,Mar-22,$1.51 ,$1.72 ,Before Open,0.21,13.91%,84.44999694824219,89.11000061035156
9166,PCAR,2022-01-25,Dec-21,$1.31 ,$1.47 ,Before Open,0.16,12.21%,95.13999938964844,85.7300033569336
9167,PCAR,2021-10-26,Sep-21,$1.21 ,$1.08 ,Before Open,-0.13,-10.74%,-,-
9168,PCAR,2021-07-27,Jun-21,$1.38 ,$1.41 ,Before Open,0.03,2.17%,-,-
9169,PCAR,2021-04-27,Mar-21,$1.27 ,$1.35 ,Before Open,0.08,6.30%,92.5500030517578,93.26000213623048
9170,PCAR,2021-01-26,Dec-20,$1.24 ,$1.17 ,Before Open,-0.07,-5.65%,-,-
9171,PCAR,2020-10-20,Sep-20,$0.96 ,$1.11 ,Before Open,0.15,15.63%,90.08999633789062,87.08999633789062
9172,PCAR,2020-07-21,Jun-20,$0.31 ,$0.43 ,Before Open,0.12,38.71%,83.83000183105469,87.04000091552734
9173,PCAR,2020-04-21,Mar-20,$1.21 ,$1.03 ,--,-0.18,-14.88%,-,-
9174,PCAR,2020-01-28,Dec-19,$1.50 ,$1.53 ,Before Open,0.03,2.00%,-,-
9175,PCAR,2019-10-22,Sep-19,$1.62 ,$1.75 ,Before Open,0.13,8.02%,75.36000061035156,80.02999877929688
9176,PCAR,2019-07-23,Jun-19,$1.81 ,$1.78 ,Before Open,-0.03,-1.66%,-,-
9177,PCAR,2019-04-30,Mar-19,$1.66 ,$1.81 ,Before Open,0.15,9.04%,71.80000305175781,69.88999938964844
9178,PCAR,2019-01-29,Dec-18,$1.57 ,$1.65 ,Before Open,0.08,5.10%,65.0,68.52999877929688
9179,PCAR,2018-10-23,Sep-18,$1.50 ,$1.55 ,Before Open,0.05,3.33%,-,-
9180,PCAR,2018-07-24,Jun-18,$1.43 ,$1.59 ,Before Open,0.16,11.19%,62.04999923706055,69.87999725341797
9181,PCAR,2018-04-24,Mar-18,$1.31 ,$1.45 ,Before Open,0.14,10.69%,64.54000091552734,65.4800033569336
9182,PCAR,2018-01-30,Dec-17,$1.12 ,$1.18 ,Before Open,0.06,5.36%,76.2300033569336,66.38999938964844
9183,PCAR,2017-10-24,Sep-17,$1.09 ,$1.14 ,Before Open,0.05,4.59%,-,-
9184,PCAR,2017-07-25,Jun-17,$0.99 ,$1.06 ,Before Open,0.07,7.07%,68.72000122070312,65.5199966430664
9185,PCAR,2017-04-25,Mar-17,$0.88 ,$0.88 ,Before Open,0,0.00%,-,-
9186,PCAR,2017-01-31,Dec-16,$0.87 ,$0.82 ,Before Open,-0.05,-5.75%,-,-
9187,PCAR,2016-10-25,Sep-16,$0.99 ,$0.98 ,Before Open,-0.01,-1.01%,-,-
9188,PCAR,2016-07-26,Jun-16,$1.03 ,$1.06 ,Before Open,0.03,2.91%,-,-
9189,PCAR,2016-04-26,Mar-16,$0.95 ,$0.99 ,Before Open,0.04,4.21%,-,-
9190,PCAR,2016-01-29,Dec-15,$1.03 ,$0.98 ,Before Open,-0.05,-4.85%,-,-
9191,PCAR,2015-10-27,Sep-15,$1.16 ,$1.21 ,Before Open,0.05,4.31%,-,-
9192,PCAR,2015-07-28,Jun-15,$1.16 ,$1.26 ,Before Open,0.1,8.62%,64.86000061035156,57.209999084472656
9193,PCAR,2015-04-21,Mar-15,$1.00 ,$1.06 ,Before Open,0.06,6.00%,67.26000213623047,64.06999969482422
9194,PCAR,2015-01-30,Dec-14,$1.09 ,$1.11 ,--,0.02,1.83%,-,-
9195,PCAR,2014-10-28,Sep-14,$0.96 ,$1.04 ,Before Open,0.08,8.33%,62.970001220703125,68.77999877929688
9196,PCAR,2014-07-29,Jun-14,$0.89 ,$0.90 ,Before Open,0.01,1.12%,-,-
9197,PCAR,2014-04-29,Mar-14,$0.75 ,$0.77 ,Before Open,0.02,2.67%,-,-
9198,PCAR,2014-01-31,Dec-13,--,$0.87 ,Before Open,-,-,-,-
9199,PCAR,2013-10-29,Sep-13,$0.85 ,$0.87 ,Before Open,0.02,2.35%,-,-
9200,PCAR,2013-07-23,Jun-13,$0.75 ,$0.82 ,Before Open,0.07,9.33%,55.72999954223633,54.08000183105469
9201,PCAR,2013-04-23,Mar-13,$0.68 ,$0.67 ,Before Open,-0.01,-1.47%,-,-
9202,PCAR,2013-01-31,Dec-12,$0.68 ,$0.72 ,Before Open,0.04,5.88%,47.52000045776367,50.290000915527344
9203,PCAR,2012-10-25,Sep-12,$0.66 ,$0.66 ,Before Open,0,0.00%,-,-
9204,PCAR,2012-07-24,Jun-12,--,$0.83 ,Before Open,-,-,-,-
9205,PCAR,2012-04-24,Mar-12,--,$0.91 ,Before Open,-,-,-,-
9206,RSG,2022-08-04,Jun-22,$1.18 ,$1.32 ,After Close,0.14,11.86%,140.8000030517578,-
9207,RSG,2022-05-05,Mar-22,$1.05 ,$1.14 ,After Close,0.09,8.57%,130.9600067138672,121.9499969482422
9208,RSG,2022-02-10,Dec-21,$1.01 ,$1.02 ,After Close,0.01,0.99%,-,-
9209,RSG,2021-10-28,Sep-21,$1.03 ,$1.11 ,After Close,0.08,7.77%,140.33999633789062,135.9199981689453
9210,RSG,2021-07-29,Jun-21,$0.94 ,$1.09 ,After Close,0.15,15.96%,115.36000061035156,124.93000030517578
9211,RSG,2021-05-05,Mar-21,$0.86 ,$0.93 ,After Close,0.07,8.14%,110.0,107.61000061035156
9212,RSG,2021-02-22,Dec-20,$0.80 ,$1.00 ,After Close,0.2,25.00%,91.4000015258789,102.4800033569336
9213,RSG,2020-11-05,Sep-20,$0.83 ,$1.00 ,After Close,0.17,20.48%,97.12999725341795,95.5199966430664
9214,RSG,2020-08-06,Jun-20,$0.60 ,$0.81 ,After Close,0.21,35.00%,88.70999908447266,94.91000366210938
9215,RSG,2020-05-05,Mar-20,$0.75 ,$0.77 ,After Close,0.02,2.67%,-,-
9216,RSG,2020-02-13,Dec-19,$0.89 ,$0.91 ,After Close,0.02,2.25%,-,-
9217,RSG,2019-10-30,Sep-19,$0.85 ,$0.91 ,After Close,0.06,7.06%,87.3499984741211,88.41000366210938
9218,RSG,2019-07-25,Jun-19,$0.78 ,$0.79 ,After Close,0.01,1.28%,-,-
9219,RSG,2019-04-25,Mar-19,$0.72 ,$0.73 ,After Close,0.01,1.39%,-,-
9220,RSG,2019-02-07,Dec-18,$0.78 ,$0.80 ,After Close,0.02,2.56%,-,-
9221,RSG,2018-10-25,Sep-18,$0.81 ,$0.82 ,After Close,0.01,1.23%,-,-
9222,RSG,2018-07-26,Jun-18,$0.73 ,$0.73 ,After Close,0,0.00%,-,-
9223,RSG,2018-05-02,Mar-18,$0.69 ,$0.74 ,After Close,0.05,7.25%,66.02999877929688,69.29000091552734
9224,RSG,2018-02-08,Dec-17,$0.57 ,$0.61 ,After Close,0.04,7.02%,63.7599983215332,66.05999755859375
9225,RSG,2017-11-02,Sep-17,$0.63 ,$0.67 ,After Close,0.04,6.35%,64.04000091552734,66.0999984741211
9226,RSG,2017-07-27,Jun-17,$0.59 ,$0.61 ,After Close,0.02,3.39%,-,-
9227,RSG,2017-04-27,Mar-17,$0.53 ,$0.55 ,After Close,0.02,3.77%,-,-
9228,RSG,2017-02-16,Dec-16,$0.55 ,$0.57 ,After Close,0.02,3.64%,-,-
9229,RSG,2016-10-27,Sep-16,$0.58 ,$0.62 ,After Close,0.04,6.90%,51.900001525878906,56.45000076293945
9230,RSG,2016-07-28,Jun-16,$0.55 ,$0.55 ,After Close,0,0.00%,-,-
9231,RSG,2016-04-28,Mar-16,$0.47 ,$0.48 ,After Close,0.01,2.13%,-,-
9232,RSG,2016-02-11,Dec-15,$0.49 ,$0.50 ,After Close,0.01,2.04%,-,-
9233,RSG,2015-10-29,Sep-15,$0.53 ,$0.53 ,After Close,0,0.00%,-,-
9234,RSG,2015-07-23,Jun-15,$0.51 ,$0.54 ,After Close,0.03,5.88%,41.0099983215332,40.369998931884766
9235,RSG,2015-04-23,Mar-15,$0.44 ,$0.49 ,After Close,0.05,11.36%,40.13999938964844,39.790000915527344
9236,RSG,2015-02-12,Dec-14,$0.48 ,$0.50 ,After Close,0.02,4.17%,-,-
9237,RSG,2014-10-30,Sep-14,$0.53 ,$0.52 ,After Close,-0.01,-1.89%,-,-
9238,RSG,2014-07-24,Jun-14,$0.49 ,$0.51 ,After Close,0.02,4.08%,-,-
9239,RSG,2014-04-24,Mar-14,$0.45 ,$0.43 ,After Close,-0.02,-4.44%,-,-
9240,RSG,2014-02-06,Dec-13,$0.46 ,$0.53 ,After Close,0.07,15.22%,32.0,34.0099983215332
9241,RSG,2013-10-31,Sep-13,$0.50 ,$0.55 ,After Close,0.05,10.00%,34.29999923706055,34.0
9242,RSG,2013-07-25,Jun-13,$0.49 ,$0.43 ,After Close,-0.06,-12.24%,-,-
9243,RSG,2013-04-25,Mar-13,$0.40 ,$0.46 ,After Close,0.06,15.00%,33.290000915527344,33.959999084472656
9244,RSG,2013-02-07,Dec-12,$0.43 ,$0.37 ,After Close,-0.06,-13.95%,-,-
9245,RSG,2012-11-01,Sep-12,$0.49 ,$0.47 ,After Close,-0.02,-4.08%,-,-
9246,AMP,2022-07-26,Jun-22,$5.73 ,$5.81 ,After Close,0.08,1.40%,-,-
9247,AMP,2022-04-25,Mar-22,$5.93 ,$5.98 ,After Close,0.05,0.84%,-,-
9248,AMP,2022-01-26,Dec-21,$5.77 ,$6.15 ,After Close,0.38,6.59%,300.010009765625,276.7099914550781
9249,AMP,2021-10-26,Sep-21,$5.46 ,$5.91 ,After Close,0.45,8.24%,305.0,298.82000732421875
9250,AMP,2021-07-26,Jun-21,$5.23 ,$5.27 ,After Close,0.04,0.76%,-,-
9251,AMP,2021-04-26,Mar-21,$4.73 ,$5.43 ,After Close,0.7,14.80%,250.9900054931641,262.260009765625
9252,AMP,2021-01-27,Dec-20,$4.44 ,$4.53 ,After Close,0.09,2.03%,-,-
9253,AMP,2020-10-28,Sep-20,$1.35 ,$1.47 ,After Close,0.12,8.89%,158.97999572753906,190.3800048828125
9254,AMP,2020-07-29,Jun-20,$2.94 ,$2.64 ,After Close,-0.3,-10.20%,-,-
9255,AMP,2020-05-06,Mar-20,$3.88 ,$5.41 ,After Close,1.53,39.43%,117.87999725341795,153.8699951171875
9256,AMP,2020-01-29,Dec-19,$4.24 ,$4.20 ,After Close,-0.04,-0.94%,-,-
9257,AMP,2019-10-23,Sep-19,$3.97 ,$4.24 ,After Close,0.27,6.80%,150.47999572753906,165.02999877929688
9258,AMP,2019-07-24,Jun-19,$4.00 ,$4.06 ,After Close,0.06,1.50%,-,-
9259,AMP,2019-04-24,Mar-19,$3.61 ,$3.75 ,After Close,0.14,3.88%,-,-
9260,AMP,2019-01-30,Dec-18,$3.68 ,$3.80 ,After Close,0.12,3.26%,-,-
9261,AMP,2018-10-23,Sep-18,$3.61 ,$3.74 ,After Close,0.13,3.60%,-,-
9262,AMP,2018-07-24,Jun-18,$3.51 ,$3.60 ,After Close,0.09,2.56%,-,-
9263,AMP,2018-04-23,Mar-18,$3.47 ,$3.70 ,After Close,0.23,6.63%,149.00999450683594,140.30999755859375
9264,AMP,2018-01-24,Dec-17,$3.09 ,$3.26 ,After Close,0.17,5.50%,179.41000366210938,158.00999450683594
9265,AMP,2017-10-24,Sep-17,$2.86 ,$3.53 ,After Close,0.67,23.43%,156.14999389648438,164.1699981689453
9266,AMP,2017-07-25,Jun-17,$2.62 ,$2.80 ,After Close,0.18,6.87%,142.50999450683594,135.1999969482422
9267,AMP,2017-04-24,Mar-17,$2.52 ,$2.70 ,After Close,0.18,7.14%,131.85000610351562,121.5999984741211
9268,AMP,2017-02-01,Dec-16,$2.43 ,$2.73 ,After Close,0.3,12.35%,116.18000030517578,134.69000244140625
9269,AMP,2016-10-25,Sep-16,$2.41 ,$2.29 ,After Close,-0.12,-4.98%,-,-
9270,AMP,2016-07-26,Jun-16,$2.27 ,$2.23 ,After Close,-0.04,-1.76%,-,-
9271,AMP,2016-04-27,Mar-16,$2.20 ,$2.17 ,After Close,-0.03,-1.36%,-,-
9272,AMP,2016-01-27,Dec-15,$2.33 ,$2.47 ,After Close,0.14,6.01%,90.8000030517578,90.04000091552734
9273,AMP,2015-10-21,Sep-15,$2.34 ,$2.35 ,After Close,0.01,0.43%,-,-
9274,AMP,2015-07-22,Jun-15,$2.27 ,$2.33 ,After Close,0.06,2.64%,-,-
9275,AMP,2015-04-22,Mar-15,$2.33 ,$2.18 ,After Close,-0.15,-6.44%,-,-
9276,AMP,2015-01-28,Dec-14,$2.22 ,$2.30 ,After Close,0.08,3.60%,-,-
9277,AMP,2014-10-28,Sep-14,$1.95 ,$2.24 ,After Close,0.29,14.87%,121.73999786376952,134.4600067138672
9278,AMP,2014-07-29,Jun-14,$1.99 ,$2.08 ,After Close,0.09,4.52%,-,-
9279,AMP,2014-04-28,Mar-14,$1.87 ,$2.04 ,After Close,0.17,9.09%,107.7699966430664,116.5500030517578
9280,AMP,2014-02-04,Dec-13,$1.82 ,$1.87 ,After Close,0.05,2.75%,-,-
9281,AMP,2013-07-24,Jun-13,$1.62 ,$1.69 ,After Close,0.07,4.32%,-,-
9282,AMP,2013-04-22,Mar-13,$1.57 ,$1.59 ,After Close,0.02,1.27%,-,-
9283,AMP,2013-01-30,Dec-12,$1.48 ,$1.71 ,After Close,0.23,15.54%,66.86000061035156,73.86000061035156
9284,AMP,2012-10-24,Sep-12,$1.22 ,$1.32 ,After Close,0.1,8.20%,58.59000015258789,61.68000030517578
9285,AMP,2010-07-28,Jun-10,--,$1.10 ,After Close,-,-,-,-
9286,AMP,2009-10-21,Sep-09,--,$1.03 ,After Close,-,-,-,-
9287,VRSK,2022-08-02,Jun-22,$1.42 ,$1.53 ,After Close,0.11,7.75%,192.69000244140625,-
9288,VRSK,2022-05-03,Mar-22,$1.39 ,$1.34 ,After Close,-0.05,-3.60%,-,-
9289,VRSK,2022-02-22,Dec-21,$1.39 ,$1.47 ,After Close,0.08,5.76%,182.69000244140625,217.7700042724609
9290,VRSK,2021-11-02,Sep-21,$1.37 ,$1.44 ,After Close,0.07,5.11%,206.5399932861328,229.3300018310547
9291,VRSK,2021-08-03,Jun-21,$1.34 ,$1.17 ,After Close,-0.17,-12.69%,-,-
9292,VRSK,2021-05-04,Mar-21,$1.25 ,$1.23 ,After Close,-0.02,-1.60%,-,-
9293,VRSK,2021-02-23,Dec-20,$1.31 ,$1.27 ,After Close,-0.04,-3.05%,-,-
9294,VRSK,2020-11-04,Sep-20,$1.21 ,$1.32 ,After Close,0.11,9.09%,200.30999755859372,201.7700042724609
9295,VRSK,2020-08-04,Jun-20,$1.18 ,$1.29 ,After Close,0.11,9.32%,188.25999450683597,184.8500061035156
9296,VRSK,2020-05-05,Mar-20,$1.14 ,$1.17 ,After Close,0.03,2.63%,-,-
9297,VRSK,2020-02-18,Dec-19,$1.12 ,$1.13 ,After Close,0.01,0.89%,-,-
9298,VRSK,2019-10-29,Sep-19,$1.13 ,$1.12 ,After Close,-0.01,-0.88%,-,-
9299,VRSK,2019-07-30,Jun-19,$1.11 ,$1.10 ,After Close,-0.01,-0.90%,-,-
9300,VRSK,2019-04-30,Mar-19,$1.04 ,$1.03 ,After Close,-0.01,-0.96%,-,-
9301,VRSK,2019-02-19,Dec-18,$1.06 ,$1.04 ,After Close,-0.02,-1.89%,-,-
9302,VRSK,2018-10-30,Sep-18,$1.07 ,$1.08 ,After Close,0.01,0.93%,-,-
9303,VRSK,2018-07-31,Jun-18,$1.01 ,$1.06 ,After Close,0.05,4.95%,-,-
9304,VRSK,2018-05-01,Mar-18,$0.93 ,$0.94 ,After Close,0.01,1.08%,-,-
9305,VRSK,2018-02-20,Dec-17,$0.78 ,$0.81 ,After Close,0.03,3.85%,-,-
9306,VRSK,2017-10-31,Sep-17,$0.78 ,$0.84 ,After Close,0.06,7.69%,86.0,94.55999755859376
9307,VRSK,2017-08-01,Jun-17,$0.77 ,$0.82 ,After Close,0.05,6.49%,85.43000030517578,81.25
9308,VRSK,2017-05-02,Mar-17,$0.78 ,$0.74 ,After Close,-0.04,-5.13%,-,-
9309,VRSK,2017-02-21,Dec-16,$0.77 ,$0.80 ,After Close,0.03,3.90%,-,-
9310,VRSK,2016-11-01,Sep-16,$0.75 ,$0.84 ,After Close,0.09,12.00%,81.4000015258789,82.01000213623047
9311,VRSK,2016-08-02,Jun-16,$0.76 ,$0.73 ,After Close,-0.03,-3.95%,-,-
9312,VRSK,2016-05-03,Mar-16,$0.77 ,$0.75 ,After Close,-0.02,-2.60%,-,-
9313,VRSK,2016-02-23,Dec-15,$0.75 ,$0.80 ,After Close,0.05,6.67%,67.0999984741211,79.11000061035156
9314,VRSK,2015-10-27,Sep-15,$0.77 ,$0.85 ,After Close,0.08,10.39%,77.0,76.4800033569336
9315,VRSK,2015-07-28,Jun-15,$0.66 ,$0.77 ,After Close,0.11,16.67%,75.19999694824219,73.37999725341797
9316,VRSK,2015-04-28,Mar-15,$0.61 ,$0.67 ,After Close,0.06,9.84%,75.01000213623047,73.94999694824219
9317,VRSK,2015-02-24,Dec-14,$0.63 ,$0.65 ,After Close,0.02,3.17%,-,-
9318,VRSK,2014-10-28,Sep-14,$0.64 ,$0.64 ,After Close,0,0.00%,-,-
9319,VRSK,2014-07-29,Jun-14,$0.56 ,$0.57 ,After Close,0.01,1.79%,-,-
9320,VRSK,2014-04-29,Mar-14,$0.55 ,$0.55 ,After Close,0,0.00%,-,-
9321,VRSK,2014-02-25,Dec-13,$0.55 ,$0.55 ,After Close,0,0.00%,-,-
9322,VRSK,2013-11-05,Sep-13,$0.60 ,$0.62 ,After Close,0.02,3.33%,-,-
9323,VRSK,2013-07-30,Jun-13,$0.53 ,$0.55 ,After Close,0.02,3.77%,-,-
9324,VRSK,2013-04-30,Mar-13,$0.53 ,$0.53 ,After Close,0,0.00%,-,-
9325,VRSK,2013-02-26,Dec-12,$0.54 ,$0.57 ,After Close,0.03,5.56%,55.40999984741211,61.15999984741211
9326,VRSK,2012-10-30,Sep-12,$0.50 ,$0.54 ,After Close,0.04,8.00%,-,-
9327,TWTR,2022-07-22,Jun-22,$0.14 ,($0.08),Before Open,-0.22,-157.14%,-,-
9328,TWTR,2022-04-28,Mar-22,$0.04 ,$0.90 ,Before Open,0.86,2150.00%,49.45000076293945,38.0
9329,TWTR,2022-02-10,Dec-21,$0.33 ,$0.33 ,Before Open,0,0.00%,-,-
9330,TWTR,2021-10-26,Sep-21,$0.17 ,($0.54),After Close,-0.71,-417.65%,-,-
9331,TWTR,2021-07-22,Jun-21,$0.07 ,$0.20 ,After Close,0.13,185.71%,72.19999694824219,64.43000030517578
9332,TWTR,2021-04-29,Mar-21,$0.14 ,$0.16 ,After Close,0.02,14.29%,56.0,60.84999847412109
9333,TWTR,2021-02-09,Dec-20,$0.30 ,$0.38 ,After Close,0.08,26.67%,65.80000305175781,60.20000076293945
9334,TWTR,2020-10-29,Sep-20,$0.06 ,$0.19 ,After Close,0.13,216.67%,44.52999877929688,51.970001220703125
9335,TWTR,2020-07-23,Jun-20,($0.02),($1.39),Before Open,-1.37,6850.00%,38.27999877929688,41.20000076293945
9336,TWTR,2020-04-30,Mar-20,$0.10 ,$0.11 ,Before Open,0.01,10.00%,28.0,32.90999984741211
9337,TWTR,2020-02-06,Dec-19,$0.28 ,$0.25 ,Before Open,-0.03,-10.71%,-,-
9338,TWTR,2019-10-24,Sep-19,$0.20 ,$0.17 ,Before Open,-0.03,-15.00%,-,-
9339,TWTR,2019-07-26,Jun-19,$0.18 ,$0.22 ,Before Open,0.04,22.22%,41.5,43.900001525878906
9340,TWTR,2019-04-23,Mar-19,$0.15 ,$0.21 ,Before Open,0.06,40.00%,39.86000061035156,36.2599983215332
9341,TWTR,2019-02-07,Dec-18,$0.25 ,$0.31 ,Before Open,0.06,24.00%,30.46999931335449,32.83000183105469
9342,TWTR,2018-10-25,Sep-18,$0.14 ,$0.21 ,Before Open,0.07,50.00%,31.200000762939453,34.130001068115234
9343,TWTR,2018-07-27,Jun-18,$0.17 ,$0.17 ,Before Open,0,0.00%,-,-
9344,TWTR,2018-04-25,Mar-18,$0.12 ,$0.16 ,Before Open,0.04,33.33%,30.350000381469727,39.4900016784668
9345,TWTR,2018-02-08,Dec-17,$0.14 ,$0.19 ,Before Open,0.05,35.71%,30.3700008392334,31.690000534057617
