Ticker,Date,Period Ending,Estimate,Reported,Time,Surprise,Surprise %
FE,5/1/2015,Mar-15,$0.52 ,$0.62 ,Before Open,0.1,19.23%
FE,2/17/2015,Dec-14,$0.76 ,$0.80 ,After Close,0.04,5.26%
FE,11/4/2014,Sep-14,$0.88 ,$0.89 ,Before Open,0.01,1.14%
FE,8/5/2014,Jun-14,$0.45 ,$0.48 ,Before Open,0.03,6.67%
FE,5/6/2014,Mar-14,$0.41 ,$0.39 ,Before Open,-0.02,-4.88%
FE,2/25/2014,Dec-13,$0.68 ,$0.75 ,Before Open,0.07,10.29%
FE,11/5/2013,Sep-13,$0.91 ,$0.91 ,Before Open,0,0.00%
FE,8/6/2013,Jun-13,$0.52 ,$0.59 ,Before Open,0.07,13.46%
FE,5/7/2013,Mar-13,$0.68 ,$0.76 ,Before Open,0.08,11.76%
FE,2/25/2013,Dec-12,$0.80 ,$0.80 ,Before Open,0,0.00%
FE,11/8/2012,Sep-12,$1.06 ,$1.10 ,Before Open,0.04,3.77%
FE,8/7/2012,Jun-12,--,$0.60 ,Before Open,-,-
FE,5/1/2012,Mar-12,--,$0.82 ,Before Open,-,-
EFX,7/20/2022,Jun-22,$2.03 ,$2.09 ,After Close,0.06,2.96%
EFX,4/20/2022,Mar-22,$2.15 ,$2.22 ,After Close,0.07,3.26%
EFX,2/9/2022,Dec-21,$1.81 ,$1.84 ,After Close,0.03,1.66%
EFX,10/20/2021,Sep-21,$1.72 ,$1.85 ,After Close,0.13,7.56%
EFX,7/21/2021,Jun-21,$1.71 ,$1.98 ,After Close,0.27,15.79%
EFX,4/21/2021,Mar-21,$1.52 ,$1.97 ,After Close,0.45,29.61%
EFX,2/10/2021,Dec-20,$1.83 ,$2.00 ,After Close,0.17,9.29%
EFX,10/21/2020,Sep-20,$1.61 ,$1.87 ,After Close,0.26,16.15%
EFX,7/22/2020,Jun-20,$1.31 ,$1.60 ,After Close,0.29,22.14%
EFX,4/20/2020,Mar-20,$1.29 ,$1.40 ,After Close,0.11,8.53%
EFX,2/12/2020,Dec-19,$1.49 ,$1.53 ,After Close,0.04,2.68%
EFX,10/23/2019,Sep-19,$1.44 ,$1.48 ,After Close,0.04,2.78%
EFX,7/24/2019,Jun-19,$1.36 ,$1.40 ,After Close,0.04,2.94%
EFX,5/10/2019,Mar-19,$1.19 ,$1.20 ,After Close,0.01,0.84%
EFX,2/20/2019,Dec-18,$1.32 ,$1.38 ,--,0.06,4.55%
EFX,10/24/2018,Sep-18,$1.42 ,$1.41 ,After Close,-0.01,-0.70%
EFX,7/25/2018,Jun-18,$1.54 ,$1.56 ,After Close,0.02,1.30%
EFX,4/25/2018,Mar-18,$1.37 ,$1.43 ,After Close,0.06,4.38%
EFX,3/1/2018,Dec-17,$1.35 ,$1.39 ,--,0.04,2.96%
EFX,11/9/2017,Sep-17,$1.49 ,$1.53 ,--,0.04,2.68%
EFX,7/26/2017,Jun-17,$1.57 ,$1.60 ,After Close,0.03,1.91%
EFX,4/26/2017,Mar-17,$1.41 ,$1.44 ,After Close,0.03,2.13%
EFX,2/8/2017,Dec-16,$1.38 ,$1.42 ,After Close,0.04,2.90%
EFX,10/26/2016,Sep-16,$1.36 ,$1.44 ,After Close,0.08,5.88%
EFX,7/27/2016,Jun-16,$1.36 ,$1.43 ,After Close,0.07,5.15%
EFX,4/27/2016,Mar-16,$1.16 ,$1.23 ,After Close,0.07,6.03%
EFX,2/10/2016,Dec-15,$1.11 ,$1.14 ,After Close,0.03,2.70%
EFX,10/21/2015,Sep-15,$1.10 ,$1.14 ,After Close,0.04,3.64%
EFX,7/22/2015,Jun-15,$1.10 ,$1.15 ,After Close,0.05,4.55%
EFX,4/22/2015,Mar-15,$1.02 ,$1.07 ,After Close,0.05,4.90%
EFX,2/11/2015,Dec-14,$1.02 ,$1.02 ,After Close,0,0.00%
EFX,10/22/2014,Sep-14,$0.99 ,$1.01 ,After Close,0.02,2.02%
EFX,7/23/2014,Jun-14,$0.94 ,$0.96 ,After Close,0.02,2.13%
EFX,4/23/2014,Mar-14,$0.87 ,$0.89 ,After Close,0.02,2.30%
EFX,2/13/2014,Dec-13,$0.91 ,$0.91 ,After Close,0,0.00%
EFX,10/23/2013,Sep-13,$0.88 ,$0.90 ,After Close,0.02,2.27%
EFX,7/24/2013,Jun-13,$0.90 ,$0.92 ,After Close,0.02,2.22%
EFX,4/24/2013,Mar-13,$0.87 ,$0.87 ,After Close,0,0.00%
EFX,2/6/2013,Dec-12,$0.75 ,$0.78 ,After Close,0.03,4.00%
EFX,10/24/2012,Sep-12,$0.72 ,$0.75 ,After Close,0.03,4.17%
FANG,8/1/2022,Jun-22,$6.66 ,$7.07 ,After Close,0.41,6.16%
FANG,5/2/2022,Mar-22,$4.74 ,$5.20 ,After Close,0.46,9.70%
FANG,2/22/2022,Dec-21,$3.38 ,$3.63 ,After Close,0.25,7.40%
FANG,11/1/2021,Sep-21,$2.81 ,$2.94 ,After Close,0.13,4.63%
FANG,8/2/2021,Jun-21,$2.25 ,$2.40 ,After Close,0.15,6.67%
FANG,5/3/2021,Mar-21,$1.73 ,$2.30 ,After Close,0.57,32.95%
FANG,2/22/2021,Dec-20,$0.80 ,$0.82 ,After Close,0.02,2.50%
FANG,11/2/2020,Sep-20,$0.37 ,$0.62 ,After Close,0.25,67.57%
FANG,8/3/2020,Jun-20,$0.03 ,$0.15 ,After Close,0.12,400.00%
FANG,5/4/2020,Mar-20,$1.32 ,$1.45 ,After Close,0.13,9.85%
FANG,2/18/2020,Dec-19,$1.80 ,$1.93 ,After Close,0.13,7.22%
FANG,11/5/2019,Sep-19,$1.71 ,$1.47 ,After Close,-0.24,-14.04%
FANG,8/6/2019,Jun-19,$1.74 ,$1.70 ,After Close,-0.04,-2.30%
FANG,5/7/2019,Mar-19,$1.36 ,$1.39 ,After Close,0.03,2.21%
FANG,2/19/2019,Dec-18,$1.62 ,$1.21 ,After Close,-0.41,-25.31%
FANG,11/6/2018,Sep-18,$1.52 ,$1.67 ,After Close,0.15,9.87%
FANG,8/8/2018,Jun-18,$1.64 ,$1.59 ,After Close,-0.05,-3.05%
FANG,5/8/2018,Mar-18,$1.59 ,$1.64 ,After Close,0.05,3.14%
FANG,2/13/2018,Dec-17,$1.52 ,$1.56 ,After Close,0.04,2.63%
FANG,11/6/2017,Sep-17,$1.25 ,$1.33 ,After Close,0.08,6.40%
FANG,8/1/2017,Jun-17,$0.96 ,$1.40 ,After Close,0.44,45.83%
FANG,5/2/2017,Mar-17,$0.61 ,$1.04 ,After Close,0.43,70.49%
FANG,2/14/2017,Dec-16,$0.54 ,$0.90 ,After Close,0.36,66.67%
FANG,11/7/2016,Sep-16,$0.35 ,$0.54 ,Before Open,0.19,54.29%
FANG,8/2/2016,Jun-16,$0.15 ,$0.26 ,After Close,0.11,73.33%
FANG,5/3/2016,Mar-16,($0.05),$0.02 ,After Close,0.07,-140.00%
FANG,2/16/2016,Dec-15,$0.45 ,$0.58 ,--,0.13,28.89%
FANG,11/3/2015,Sep-15,$0.32 ,$0.40 ,After Close,0.08,25.00%
FANG,8/5/2015,Jun-15,$0.35 ,$0.41 ,After Close,0.06,17.14%
FANG,5/6/2015,Mar-15,$0.41 ,$0.38 ,--,-0.03,-7.32%
FANG,2/17/2015,Dec-14,$0.52 ,$0.48 ,--,-0.04,-7.69%
FANG,11/4/2014,Sep-14,$0.61 ,$0.61 ,After Close,0,0.00%
FANG,8/5/2014,Jun-14,$0.72 ,$0.70 ,After Close,-0.02,-2.78%
FANG,5/7/2014,Mar-14,$0.56 ,$0.53 ,After Close,-0.03,-5.36%
FANG,2/19/2014,Dec-13,$0.43 ,$0.44 ,After Close,0.01,2.33%
FANG,11/4/2013,Sep-13,$0.34 ,$0.35 ,After Close,0.01,2.94%
FANG,8/6/2013,Jun-13,$0.26 ,$0.30 ,After Close,0.04,15.38%
FANG,5/7/2013,Mar-13,$0.17 ,$0.12 ,After Close,-0.05,-29.41%
FANG,3/1/2013,Dec-12,--,$0.05 ,After Close,-,-
GPC,7/27/2022,Jun-22,$2.02 ,$2.20 ,Before Open,0.18,8.91%
GPC,4/21/2022,Mar-22,$1.70 ,$1.86 ,Before Open,0.16,9.41%
GPC,2/17/2022,Dec-21,$1.61 ,$1.79 ,Before Open,0.18,11.18%
GPC,10/21/2021,Sep-21,$1.64 ,$1.88 ,Before Open,0.24,14.63%
GPC,7/22/2021,Jun-21,$1.58 ,$1.74 ,Before Open,0.16,10.13%
GPC,4/22/2021,Mar-21,$1.21 ,$1.50 ,Before Open,0.29,23.97%
GPC,2/17/2021,Dec-20,$1.32 ,$1.52 ,Before Open,0.2,15.15%
GPC,10/22/2020,Sep-20,$1.48 ,$1.63 ,Before Open,0.15,10.14%
GPC,7/30/2020,Jun-20,$1.00 ,$1.32 ,Before Open,0.32,32.00%
GPC,5/6/2020,Mar-20,$1.12 ,$0.92 ,Before Open,-0.2,-17.86%
GPC,2/19/2020,Dec-19,$1.31 ,$1.35 ,Before Open,0.04,3.05%
GPC,10/17/2019,Sep-19,$1.47 ,$1.50 ,Before Open,0.03,2.04%
GPC,7/18/2019,Jun-19,$1.67 ,$1.57 ,Before Open,-0.1,-5.99%
GPC,4/18/2019,Mar-19,$1.31 ,$1.28 ,Before Open,-0.03,-2.29%
GPC,2/19/2019,Dec-18,$1.32 ,$1.35 ,Before Open,0.03,2.27%
GPC,10/18/2018,Sep-18,$1.49 ,$1.48 ,Before Open,-0.01,-0.67%
GPC,7/19/2018,Jun-18,$1.56 ,$1.59 ,Before Open,0.03,1.92%
GPC,4/19/2018,Mar-18,$1.32 ,$1.27 ,Before Open,-0.05,-3.79%
GPC,2/20/2018,Dec-17,$1.11 ,$1.12 ,Before Open,0.01,0.90%
GPC,10/19/2017,Sep-17,$1.28 ,$1.16 ,Before Open,-0.12,-9.38%
GPC,7/20/2017,Jun-17,$1.31 ,$1.29 ,Before Open,-0.02,-1.53%
GPC,4/19/2017,Mar-17,$1.05 ,$1.08 ,Before Open,0.03,2.86%
GPC,2/21/2017,Dec-16,$1.01 ,$1.02 ,Before Open,0.01,0.99%
GPC,10/19/2016,Sep-16,$1.29 ,$1.24 ,Before Open,-0.05,-3.88%
GPC,7/19/2016,Jun-16,$1.30 ,$1.28 ,Before Open,-0.02,-1.54%
GPC,4/19/2016,Mar-16,$1.03 ,$1.05 ,Before Open,0.02,1.94%
GPC,2/16/2016,Dec-15,$0.99 ,$1.07 ,Before Open,0.08,8.08%
GPC,10/19/2015,Sep-15,$1.23 ,$1.24 ,Before Open,0.01,0.81%
GPC,7/20/2015,Jun-15,$1.32 ,$1.28 ,Before Open,-0.04,-3.03%
GPC,4/21/2015,Mar-15,$1.05 ,$1.05 ,Before Open,0,0.00%
GPC,2/17/2015,Dec-14,$1.07 ,$1.07 ,Before Open,0,0.00%
GPC,10/20/2014,Sep-14,$1.23 ,$1.24 ,Before Open,0.01,0.81%
GPC,7/21/2014,Jun-14,$1.25 ,$1.28 ,Before Open,0.03,2.40%
GPC,4/22/2014,Mar-14,$1.01 ,$1.02 ,Before Open,0.01,0.99%
GPC,2/18/2014,Dec-13,$0.93 ,$0.97 ,Before Open,0.04,4.30%
GPC,10/18/2013,Sep-13,$1.20 ,$1.12 ,Before Open,-0.08,-6.67%
GPC,7/18/2013,Jun-13,$1.21 ,$1.39 ,Before Open,0.18,14.88%
GPC,4/19/2013,Mar-13,$0.99 ,$0.93 ,Before Open,-0.06,-6.06%
GPC,2/19/2013,Dec-12,$0.93 ,$0.93 ,Before Open,0,0.00%
GPC,10/18/2012,Sep-12,$1.12 ,$1.11 ,Before Open,-0.01,-0.89%
ARE,7/25/2022,Jun-22,$2.06 ,$2.11 ,After Close,0.05,2.43%
ARE,4/25/2022,Mar-22,$2.00 ,($0.96),After Close,-2.96,-148.00%
ARE,1/31/2022,Dec-21,$1.96 ,$0.47 ,After Close,-1.49,-76.02%
ARE,10/25/2021,Sep-21,$1.94 ,$0.67 ,After Close,-1.27,-65.46%
ARE,7/26/2021,Jun-21,$1.89 ,$2.61 ,After Close,0.72,38.10%
ARE,4/26/2021,Mar-21,$1.85 ,$0.04 ,After Close,-1.81,-97.84%
ARE,2/1/2021,Dec-20,$1.84 ,$3.26 ,After Close,1.42,77.17%
ARE,10/26/2020,Sep-20,$1.83 ,$0.63 ,After Close,-1.2,-65.57%
ARE,7/27/2020,Jun-20,$1.81 ,$1.82 ,After Close,0.01,0.55%
ARE,4/27/2020,Mar-20,$1.82 ,$0.14 ,After Close,-1.68,-92.31%
ARE,2/3/2020,Dec-19,$1.78 ,$1.74 ,After Close,-0.04,-2.25%
ARE,10/28/2019,Sep-19,$1.75 ,($0.44),After Close,-2.19,-125.14%
ARE,7/29/2019,Jun-19,$1.72 ,$0.68 ,After Close,-1.04,-60.47%
ARE,4/29/2019,Mar-19,$1.68 ,$1.11 ,After Close,-0.57,-33.93%
ARE,2/4/2019,Dec-18,$1.69 ,($0.30),After Close,-1.99,-117.75%
ARE,10/29/2018,Sep-18,$1.67 ,$1.98 ,After Close,0.31,18.56%
ARE,7/30/2018,Jun-18,$1.64 ,$0.51 ,After Close,-1.13,-68.90%
ARE,4/30/2018,Mar-18,$1.59 ,$1.32 ,After Close,-0.27,-16.98%
ARE,1/29/2018,Dec-17,$1.54 ,$0.38 ,After Close,-1.16,-75.32%
ARE,10/30/2017,Sep-17,$1.50 ,$0.55 ,After Close,-0.95,-63.33%
ARE,7/31/2017,Jun-17,$1.50 ,$0.35 ,After Close,-1.15,-76.67%
ARE,5/1/2017,Mar-17,$1.46 ,$0.42 ,After Close,-1.04,-71.23%
ARE,1/30/2017,Dec-16,$1.43 ,$0.27 ,After Close,-1.16,-81.12%
ARE,10/31/2016,Sep-16,$1.38 ,$0.07 ,After Close,-1.31,-94.93%
ARE,8/1/2016,Jun-16,$1.37 ,($1.72),After Close,-3.09,-225.55%
ARE,5/2/2016,Mar-16,$1.34 ,($0.05),After Close,-1.39,-103.73%
ARE,2/1/2016,Dec-15,$1.34 ,$0.49 ,After Close,-0.85,-63.43%
ARE,11/2/2015,Sep-15,$1.33 ,$0.46 ,After Close,-0.87,-65.41%
ARE,7/27/2015,Jun-15,$1.31 ,$0.44 ,After Close,-0.87,-66.41%
ARE,4/27/2015,Mar-15,$1.27 ,$0.25 ,After Close,-1.02,-80.31%
ARE,2/2/2015,Dec-14,$1.24 ,($0.25),After Close,-1.49,-120.16%
ARE,11/3/2014,Sep-14,$1.20 ,$0.39 ,Before Open,-0.81,-67.50%
ARE,7/28/2014,Jun-14,$1.19 ,$0.39 ,After Close,-0.8,-67.23%
ARE,5/5/2014,Mar-14,$1.15 ,$0.46 ,After Close,-0.69,-60.00%
ARE,2/3/2014,Dec-13,$1.15 ,$0.51 ,After Close,-0.64,-55.65%
ARE,10/28/2013,Sep-13,$1.03 ,$0.35 ,After Close,-0.68,-66.02%
ARE,7/29/2013,Jun-13,$1.07 ,$0.38 ,After Close,-0.69,-64.49%
ARE,4/29/2013,Mar-13,$1.11 ,$0.35 ,After Close,-0.76,-68.47%
ARE,2/7/2013,Dec-12,$1.15 ,$0.30 ,--,-0.85,-73.91%
ARE,10/26/2012,Sep-12,$1.08 ,$0.26 ,After Close,-0.82,-75.93%
CF,8/1/2022,Jun-22,$6.06 ,$6.19 ,After Close,0.13,2.15%
CF,5/4/2022,Mar-22,$4.21 ,$4.21 ,After Close,0,0.00%
CF,2/15/2022,Dec-21,$3.41 ,$3.71 ,After Close,0.3,8.80%
CF,11/3/2021,Sep-21,$0.97 ,$0.96 ,After Close,-0.01,-1.03%
CF,8/9/2021,Jun-21,$1.64 ,$1.14 ,After Close,-0.5,-30.49%
CF,5/5/2021,Mar-21,$0.57 ,$0.70 ,After Close,0.13,22.81%
CF,2/17/2021,Dec-20,$0.08 ,$0.40 ,After Close,0.32,400.00%
CF,11/4/2020,Sep-20,$0.05 ,($0.13),After Close,-0.18,-360.00%
CF,8/5/2020,Jun-20,$0.54 ,$0.89 ,After Close,0.35,64.81%
CF,5/6/2020,Mar-20,$0.23 ,$0.31 ,After Close,0.08,34.78%
CF,2/12/2020,Dec-19,$0.26 ,$0.25 ,After Close,-0.01,-3.85%
CF,10/30/2019,Sep-19,$0.34 ,$0.29 ,After Close,-0.05,-14.71%
CF,7/31/2019,Jun-19,$0.81 ,$1.28 ,After Close,0.47,58.02%
CF,5/1/2019,Mar-19,$0.28 ,$0.27 ,After Close,-0.01,-3.57%
CF,2/13/2019,Dec-18,$0.51 ,$0.21 ,After Close,-0.3,-58.82%
CF,10/31/2018,Sep-18,$0.15 ,$0.13 ,After Close,-0.02,-13.33%
CF,8/1/2018,Jun-18,$0.42 ,$0.63 ,After Close,0.21,50.00%
CF,5/2/2018,Mar-18,$0.23 ,$0.27 ,After Close,0.04,17.39%
CF,2/14/2018,Dec-17,($0.11),($0.02),After Close,0.09,-81.82%
CF,11/1/2017,Sep-17,($0.55),($0.39),After Close,0.16,-29.09%
CF,8/2/2017,Jun-17,($0.08),$0.10 ,After Close,0.18,-225.00%
CF,5/3/2017,Mar-17,$0.09 ,$0.05 ,After Close,-0.04,-44.44%
CF,2/15/2017,Dec-16,($0.06),($0.39),After Close,-0.33,550.00%
CF,11/2/2016,Sep-16,$0.05 ,$0.13 ,After Close,0.08,160.00%
CF,8/3/2016,Jun-16,$0.68 ,$0.33 ,After Close,-0.35,-51.47%
CF,5/4/2016,Mar-16,$0.51 ,$0.40 ,After Close,-0.11,-21.57%
CF,2/17/2016,Dec-15,$0.86 ,$0.76 ,After Close,-0.1,-11.63%
CF,11/4/2015,Sep-15,$0.74 ,$0.49 ,After Close,-0.25,-33.78%
CF,8/5/2015,Jun-15,$1.45 ,$1.49 ,After Close,0.04,2.76%
CF,5/6/2015,Mar-15,$0.92 ,$0.97 ,After Close,0.05,5.43%
CF,2/17/2015,Dec-14,$1.01 ,$0.96 ,After Close,-0.05,-4.95%
CF,11/5/2014,Sep-14,$0.68 ,$0.52 ,After Close,-0.16,-23.53%
CF,8/6/2014,Jun-14,$1.29 ,$1.22 ,After Close,-0.07,-5.43%
CF,5/7/2014,Mar-14,$0.88 ,$0.90 ,After Close,0.02,2.27%
CF,2/18/2014,Dec-13,$0.88 ,$0.89 ,After Close,0.01,1.14%
CF,11/4/2013,Sep-13,$0.77 ,$0.78 ,After Close,0.01,1.30%
CF,8/6/2013,Jun-13,$1.56 ,$1.70 ,After Close,0.14,8.97%
CF,5/8/2013,Mar-13,$1.20 ,$1.21 ,After Close,0.01,0.83%
CF,2/19/2013,Dec-12,$1.40 ,$1.45 ,After Close,0.05,3.57%
CF,11/5/2012,Sep-12,$1.16 ,$1.17 ,After Close,0.01,0.86%
FTV,7/28/2022,Jun-22,$0.72 ,$0.78 ,Before Open,0.06,8.33%
FTV,4/28/2022,Mar-22,$0.68 ,$0.70 ,Before Open,0.02,2.94%
FTV,2/3/2022,Dec-21,$0.78 ,$0.79 ,Before Open,0.01,1.28%
FTV,10/28/2021,Sep-21,$0.65 ,$0.66 ,After Close,0.01,1.54%
FTV,7/29/2021,Jun-21,$0.61 ,$0.66 ,After Close,0.05,8.20%
FTV,4/29/2021,Mar-21,$0.60 ,$0.63 ,After Close,0.03,5.00%
FTV,2/4/2021,Dec-20,$0.61 ,$0.70 ,After Close,0.09,14.75%
FTV,10/27/2020,Sep-20,$0.88 ,$0.94 ,After Close,0.06,6.82%
FTV,7/28/2020,Jun-20,$0.58 ,$0.68 ,After Close,0.1,17.24%
FTV,4/30/2020,Mar-20,$0.72 ,$0.74 ,After Close,0.02,2.78%
FTV,2/6/2020,Dec-19,$0.97 ,$1.03 ,After Close,0.06,6.19%
FTV,10/24/2019,Sep-19,$0.87 ,$0.87 ,After Close,0,0.00%
FTV,7/25/2019,Jun-19,$0.89 ,$0.90 ,After Close,0.01,1.12%
FTV,4/25/2019,Mar-19,$0.68 ,$0.69 ,After Close,0.01,1.47%
FTV,2/7/2019,Dec-18,$0.86 ,$0.91 ,After Close,0.05,5.81%
FTV,10/25/2018,Sep-18,$0.88 ,$0.86 ,After Close,-0.02,-2.27%
FTV,7/26/2018,Jun-18,$0.89 ,$0.91 ,After Close,0.02,2.25%
FTV,4/26/2018,Mar-18,$0.74 ,$0.78 ,After Close,0.04,5.41%
FTV,2/8/2018,Dec-17,$0.78 ,$0.82 ,After Close,0.04,5.13%
FTV,10/26/2017,Sep-17,$0.73 ,$0.77 ,After Close,0.04,5.48%
FTV,7/27/2017,Jun-17,$0.69 ,$0.71 ,After Close,0.02,2.90%
FTV,4/27/2017,Mar-17,$0.57 ,$0.60 ,After Close,0.03,5.26%
FTV,2/7/2017,Dec-16,$0.67 ,$0.68 ,After Close,0.01,1.49%
FTV,10/27/2016,Sep-16,$0.59 ,$0.67 ,After Close,0.08,13.56%
FTV,8/2/2016,Jun-16,$0.61 ,$0.63 ,After Close,0.02,3.28%
ABC,8/3/2022,Jun-22,$2.57 ,$2.62 ,Before Open,0.05,1.95%
ABC,5/4/2022,Mar-22,$2.99 ,$3.22 ,Before Open,0.23,7.69%
ABC,2/2/2022,Dec-21,$2.59 ,$2.58 ,Before Open,-0.01,-0.39%
ABC,11/4/2021,Sep-21,$2.36 ,$2.39 ,Before Open,0.03,1.27%
ABC,8/4/2021,Jun-21,$2.01 ,$2.16 ,Before Open,0.15,7.46%
ABC,5/5/2021,Mar-21,$2.51 ,$2.53 ,Before Open,0.02,0.80%
ABC,2/4/2021,Dec-20,$1.94 ,$2.18 ,Before Open,0.24,12.37%
ABC,11/5/2020,Sep-20,$1.87 ,$1.89 ,Before Open,0.02,1.07%
ABC,8/5/2020,Jun-20,$1.58 ,$1.85 ,Before Open,0.27,17.09%
ABC,5/7/2020,Mar-20,$2.28 ,$2.40 ,Before Open,0.12,5.26%
ABC,1/30/2020,Dec-19,$1.67 ,$1.76 ,Before Open,0.09,5.39%
ABC,11/7/2019,Sep-19,$1.58 ,$1.61 ,Before Open,0.03,1.90%
ABC,8/1/2019,Jun-19,$1.63 ,$1.76 ,Before Open,0.13,7.98%
ABC,5/2/2019,Mar-19,$1.96 ,$2.11 ,Before Open,0.15,7.65%
ABC,1/31/2019,Dec-18,$1.50 ,$1.60 ,Before Open,0.1,6.67%
ABC,11/6/2018,Sep-18,$1.44 ,$1.45 ,Before Open,0.01,0.69%
ABC,8/2/2018,Jun-18,$1.45 ,$1.54 ,Before Open,0.09,6.21%
ABC,5/2/2018,Mar-18,$1.83 ,$1.94 ,Before Open,0.11,6.01%
ABC,2/6/2018,Dec-17,$1.35 ,$1.55 ,Before Open,0.2,14.81%
ABC,11/2/2017,Sep-17,$1.32 ,$1.33 ,Before Open,0.01,0.76%
ABC,8/3/2017,Jun-17,$1.37 ,$1.43 ,Before Open,0.06,4.38%
ABC,5/4/2017,Mar-17,$1.71 ,$1.77 ,Before Open,0.06,3.51%
ABC,1/31/2017,Dec-16,$1.24 ,$1.36 ,Before Open,0.12,9.68%
ABC,11/2/2016,Sep-16,$1.22 ,$1.30 ,Before Open,0.08,6.56%
ABC,8/2/2016,Jun-16,$1.26 ,$1.37 ,Before Open,0.11,8.73%
ABC,5/5/2016,Mar-16,$1.59 ,$1.68 ,Before Open,0.09,5.66%
ABC,2/4/2016,Dec-15,$1.25 ,$1.27 ,Before Open,0.02,1.60%
ABC,10/29/2015,Sep-15,$1.18 ,$1.17 ,Before Open,-0.01,-0.85%
ABC,7/23/2015,Jun-15,$1.15 ,$1.20 ,Before Open,0.05,4.35%
ABC,4/30/2015,Mar-15,$1.18 ,$1.45 ,Before Open,0.27,22.88%
ABC,1/28/2015,Dec-14,$0.96 ,$1.14 ,Before Open,0.18,18.75%
ABC,10/30/2014,Sep-14,$1.05 ,$1.10 ,Before Open,0.05,4.76%
ABC,7/24/2014,Jun-14,$0.92 ,$1.01 ,Before Open,0.09,9.78%
ABC,4/24/2014,Mar-14,$1.00 ,$1.06 ,Before Open,0.06,6.00%
ABC,1/23/2014,Dec-13,$0.79 ,$0.80 ,Before Open,0.01,1.27%
ABC,10/31/2013,Sep-13,$0.74 ,$0.79 ,Before Open,0.05,6.76%
ABC,7/24/2013,Jun-13,$0.74 ,$0.73 ,Before Open,-0.01,-1.35%
ABC,4/25/2013,Mar-13,$0.89 ,$0.87 ,Before Open,-0.02,-2.25%
ABC,1/24/2013,Dec-12,$0.67 ,$0.67 ,Before Open,0,0.00%
ABC,11/1/2012,Sep-12,$0.68 ,$0.69 ,Before Open,0.01,1.47%
ULTA,8/25/2022,Jul-22,$4.96 ,$5.70 ,After Close,0.74,14.92%
ULTA,5/26/2022,Apr-22,$4.44 ,$6.30 ,After Close,1.86,41.89%
ULTA,3/10/2022,Jan-22,$4.61 ,$5.41 ,After Close,0.8,17.35%
ULTA,12/2/2021,Oct-21,$2.51 ,$3.94 ,After Close,1.43,56.97%
ULTA,8/25/2021,Jul-21,$2.49 ,$4.56 ,After Close,2.07,83.13%
ULTA,5/27/2021,Apr-21,$1.92 ,$4.10 ,After Close,2.18,113.54%
ULTA,3/11/2021,Jan-21,$2.27 ,$3.41 ,After Close,1.14,50.22%
ULTA,12/3/2020,Oct-20,$1.51 ,$1.64 ,After Close,0.13,8.61%
ULTA,8/27/2020,Jul-20,$0.10 ,$0.73 ,After Close,0.63,630.00%
ULTA,5/28/2020,Apr-20,$0.44 ,($1.12),After Close,-1.56,-354.55%
ULTA,3/12/2020,Jan-20,$3.72 ,$3.83 ,After Close,0.11,2.96%
ULTA,12/5/2019,Oct-19,$2.13 ,$2.25 ,After Close,0.12,5.63%
ULTA,8/29/2019,Jul-19,$2.79 ,$2.76 ,After Close,-0.03,-1.08%
ULTA,5/30/2019,Apr-19,$3.06 ,$3.08 ,After Close,0.02,0.65%
ULTA,3/14/2019,Jan-19,$3.56 ,$3.61 ,After Close,0.05,1.40%
ULTA,12/6/2018,Oct-18,$2.16 ,$2.18 ,After Close,0.02,0.93%
ULTA,8/30/2018,Jul-18,$2.40 ,$2.46 ,After Close,0.06,2.50%
ULTA,5/31/2018,Apr-18,$2.48 ,$2.63 ,After Close,0.15,6.05%
ULTA,3/15/2018,Jan-18,$2.77 ,$2.75 ,After Close,-0.02,-0.72%
ULTA,11/30/2017,Oct-17,$1.67 ,$1.70 ,After Close,0.03,1.80%
ULTA,8/24/2017,Jul-17,$1.78 ,$1.83 ,After Close,0.05,2.81%
ULTA,5/25/2017,Apr-17,$1.79 ,$1.91 ,After Close,0.12,6.70%
ULTA,3/9/2017,Jan-17,$2.13 ,$2.24 ,After Close,0.11,5.16%
ULTA,12/1/2016,Oct-16,$1.37 ,$1.40 ,After Close,0.03,2.19%
ULTA,8/25/2016,Jul-16,$1.39 ,$1.43 ,After Close,0.04,2.88%
ULTA,5/26/2016,Apr-16,$1.29 ,$1.45 ,After Close,0.16,12.40%
ULTA,3/10/2016,Jan-16,$1.54 ,$1.69 ,After Close,0.15,9.74%
ULTA,12/3/2015,Oct-15,$1.05 ,$1.11 ,After Close,0.06,5.71%
ULTA,8/27/2015,Jul-15,$1.11 ,$1.15 ,After Close,0.04,3.60%
ULTA,5/28/2015,Apr-15,$0.93 ,$1.04 ,After Close,0.11,11.83%
ULTA,3/12/2015,Jan-15,$1.26 ,$1.35 ,After Close,0.09,7.14%
ULTA,12/4/2014,Oct-14,--,$0.91 ,After Close,-,-
ULTA,9/11/2014,Jul-14,$0.82 ,$0.94 ,After Close,0.12,14.63%
ULTA,6/10/2014,Apr-14,$0.74 ,$0.77 ,After Close,0.03,4.05%
ULTA,3/13/2014,Jan-14,$1.07 ,$1.09 ,After Close,0.02,1.87%
ULTA,12/5/2013,Oct-13,$0.74 ,$0.72 ,After Close,-0.02,-2.70%
ULTA,9/12/2013,Jul-13,$0.67 ,$0.70 ,After Close,0.03,4.48%
