article_link	ticker	date	ticker_from_text	rev_and_earnings_positive_sentence_score	rev_and_earnings_negative_sentence_score	rev_and_earnings_profit_positive_sentence_score	rev_and_earnings_profit_negative_sentence_score	rev_positive_sentence_score	rev_negative_sentence_score	earnings_positive_sentence_score	earnings_negative_sentence_score
/article/1126051-norfolk-southern-management-discusses-q4-2012-results-earnings-call-transcript	NSC	1/22/2013	NSC	0	0	0	0	0.000804505	0.005631537	0.002413516	0
/article/944181-norfolk-southern-management-discusses-q3-2012-results-earnings-call-transcript	NSC	10/23/2012	NSC	0	0.000825083	0	0	0	0.010726073	0	0.001650165
/article/745541-norfolk-southern-management-discusses-q2-2012-results-earnings-call-transcript	NSC	7/24/2012	NSC	0	0	0	0	0.005494505	0.002747253	0	0
/article/524281-norfolk-southerns-ceo-discusses-q1-2012-results-earnings-call-transcript	NSC	4/24/2012	NSC	0	0	0	0	0.008281573	0.00310559	0.00310559	0
/article/321819-norfolk-southerns-ceo-discusses-q4-2011-results-earnings-call-transcript	NSC	1/24/2012	NSC	0	0	0	0	0.013468013	0	0.004208754	0
/article/302583-norfolk-southerns-ceo-discusses-q3-2011-results-earnings-call-transcript	NSC	10/26/2011	NSC	0	0	0	0	0.011605416	0	0.001934236	0
/article/282057-norfolk-southerns-ceo-discusses-q2-2011-results-earnings-call-transcript	NSC	7/26/2011	NSC	0	0	0	0	0.009183673	0	0.002040816	0
/article/266084-norfolk-southerns-ceo-discusses-q1-2011-results-earnings-call-transcript	NSC	4/28/2011	NSC	0.000702741	0	0	0	0.00983837	0.001405481	0.002108222	0
/article/248632-norfolk-southerns-ceo-discusses-q4-2010-results-earnings-call-transcript	NSC	1/26/2011	NSC	0	0	0	0	0.01384083	0.000865052	0.00432526	0
/article/232846-norfolk-southern-ceo-discusses-q3-2010-results-earnings-call-transcript	NSC	10/27/2010	NSC	0.002159827	0	0	0	0.012958963	0	0.003239741	0
/article/216867-norfolk-southern-q2-2010-earnings-call-transcript	NSC	7/27/2010	NSC	0.00232288	0	0	0	0.008130081	0	0.003484321	0
/article/201225-norfolk-southern-corp-q1-2010-earnings-call-transcript	NSC	4/27/2010	NSC	0.000811688	0	0	0	0.008116883	0.000811688	0.002435065	0
/article/184943-norfolk-southern-corporation-q4-2009-earnings-call-transcript	NSC	1/28/2010	NSC	0	0	0	0	0.004950495	0.004950495	0.002475248	0.001650165
/article/4526371-norfolk-southern-corporations-nsc-ceo-alan-shaw-on-q2-2022-results-earnings-call-transcript	NSC	7/27/2022	NSC	0	0	0	0	0.007135576	0.001019368	0.003058104	0
/article/4504038-norfolk-southern-corporation-nsc-management-on-q1-2022-results-earnings-call-transcript	NSC	4/27/2022	NSC	0.001019368	0	0	0	0.01019368	0	0.004077472	0
/article/4481795-norfolk-southern-corporation-nsc-ceo-jim-squires-on-q4-2021-results-earnings-call-transcript	NSC	1/26/2022	NSC	0.001009082	0	0	0	0.018163471	0.001009082	0.009081736	0
/article/4462552-norfolk-southern-corporation-nsc-ceo-jim-squires-on-q3-2021-results-earnings-call-transcript	NSC	10/27/2021	NSC	0	0	0	0	0.016949153	0	0.001059322	0
/article/4442116-norfolk-southern-corporations-nsc-ceo-jim-squires-on-q2-2021-results-earnings-call-transcript	NSC	7/28/2021	NSC	0	0	0	0	0.016931217	0.002116402	0.001058201	0
/article/4422026-norfolk-southern-nsc-ceo-james-squire-on-q1-2021-results-earnings-call-transcript	NSC	4/28/2021	NSC	0.001308901	0	0	0	0.020942408	0.001308901	0.006544503	0
/article/4401391-norfolk-southern-corporations-nsc-ceo-jim-squires-on-q4-2020-results-earnings-call-transcript	NSC	1/27/2021	NSC	0	0	0	0	0.01431127	0.011627907	0.001788909	0
/article/4382110-norfolk-southern-corporation-nsc-ceo-jim-squires-on-q3-2020-results-earnings-call-transcript	NSC	10/28/2020	NSC	0	0	0	0	0.016326531	0.006802721	0.004081633	0
/article/4361970-norfolk-southern-corporation-nsc-ceo-jim-squires-on-q2-2020-results-earnings-call-transcript	NSC	7/29/2020	NSC	0	0.000938967	0	0	0.009389671	0.008450704	0	0.000938967
/article/4341186-norfolk-southern-corporations-nsc-ceo-jim-squires-on-q1-2020-results-earnings-call-transcript	NSC	4/29/2020	NSC	0	0	0	0	0.005543237	0.005543237	0	0.001108647
/article/4319837-norfolk-southern-corp-nsc-ceo-james-squires-on-q4-2019-results-earnings-call-transcript	NSC	1/29/2020	NSC	0.001067236	0	0	0	0.009605123	0.006403415	0.006403415	0.001067236
/article/4298288-norfolk-southern-corporation-nsc-ceo-jim-squires-on-q3-2019-results-earnings-call-transcript	NSC	10/23/2019	NSC	0.001272265	0	0	0	0.015267176	0.006361323	0.005089059	0
/article/4277214-norfolk-southern-corporation-nsc-ceo-jim-squires-on-q2-2019-results-earnings-call-transcript	NSC	7/24/2019	NSC	0.001028807	0	0	0	0.019547325	0.00308642	0.001028807	0
/article/4256371-norfolk-southern-corp-nsc-ceo-jim-squires-on-q1-2019-results-earnings-call-transcript	NSC	4/24/2019	NSC	0	0	0	0	0.01369863	0	0.001141553	0
/article/4235505-norfolk-southern-corp-nsc-ceo-jim-squires-on-q4-2018-results-earnings-call-transcript	NSC	1/24/2019	NSC	0	0	0	0	0.024113475	0	0.008510638	0
/article/4213871-norfolk-southern-nsc-q3-2018-results-earnings-call-transcript	NSC	10/24/2018	NSC	0.000968992	0	0.000968992	0	0.016472868	0	0.004844961	0
/article/4190081-norfolk-southern-nsc-q2-2018-results-earnings-call-transcript	NSC	7/25/2018	NSC	0	0	0	0	0.010638298	0	0.005319149	0
/article/4165686-norfolk-southern-nsc-q1-2018-results-earnings-call-transcript	NSC	4/25/2018	NSC	0	0	0	0	0.013168724	0	0.005761317	0
/article/3971322-intercontinental-exchange-ice-jeffrey-craig-sprecher-on-q1-2016-results-earnings-call	ICE	5/4/2016	ICE	0.001396648	0	0.001396648	0	0.029329609	0	0.009776536	0
/article/3866476-intercontinental-exchange-groups-ice-ceo-jeffrey-sprecher-on-q4-2015-results-earnings-call	ICE	2/4/2016	ICE	0.006426735	0	0.002570694	0	0.024421594	0.001285347	0.008997429	0
/article/3614836-intercontinental-exchange-groups-ice-ceo-jeffrey-sprecher-on-q3-2015-results-earnings-call	ICE	10/28/2015	ICE	0.003355705	0	0.001677852	0	0.02852349	0	0.011744966	0
/article/3403645-intercontinental-exchange-ice-jeffrey-craig-sprecher-on-q2-2015-results-earnings-call-transcript	ICE	8/5/2015	ICE	0.007782101	0	0.001297017	0	0.040207523	0.003891051	0.012970169	0
/article/3142676-intercontinental-exchanges-ice-ceo-jeffrey-sprecher-on-q1-2015-results-earnings-call-transcript	ICE	5/5/2015	ICE	0.007905138	0	0.002635046	0	0.042160738	0.001317523	0.0171278	0
/article/2889066-intercontinental-exchange-ice-q4-2014-results-earnings-call-transcript	ICE	2/5/2015	ICE	0.001980198	0	0.000990099	0	0.023762376	0.000990099	0.015841584	0.001980198
/article/2658765-intercontinentalexchange-groups-ice-ceo-jeffrey-sprecher-on-q3-2014-results-earnings-call-transcript	ICE	11/4/2014	ICE	0.001924928	0	0.000962464	0	0.013474495	0.001924928	0.007699711	0
/article/2397295-intercontinentalexchange-groups-ice-ceo-jeffrey-sprecher-on-q2-2014-results-earnings-call-transcript	ICE	8/7/2014	ICE	0	0	0	0	0.004694836	0.005868545	0.004694836	0.001173709
/article/2202863-intercontinentalexchange-groups-ice-ceo-jeffrey-sprecher-on-q1-2014-results-earnings-call-transcript	ICE	5/8/2014	ICE	0.00192123	0	0	0	0.018251681	0	0.002881844	0
/article/2011811-intercontinental-exchanges-ceo-discusses-q4-2013-results-earnings-call-transcript	ICE	2/11/2014	ICE	0.002580645	0	0	0	0.010322581	0.002580645	0.007741935	0
/article/1807542-intercontinentalexchange-management-discusses-q3-2013-results-earnings-call-transcript	ICE	11/5/2013	ICE	0.006644518	0	0	0	0.024916944	0.004983389	0.019933555	0
/article/1608252-intercontinentalexchange-management-discusses-q2-2013-results-earnings-call-transcript	ICE	8/6/2013	ICE	0.001508296	0	0.001508296	0	0.018099548	0.001508296	0.010558069	0
/article/1389311-intercontinentalexchange-management-discusses-q1-2013-results-earnings-call-transcript	ICE	5/1/2013	ICE	0	0	0	0	0.002936858	0.005873715	0.005873715	0
/article/1160811-intercontinentalexchange-management-discusses-q4-2012-results-earnings-call-transcript	ICE	2/6/2013	ICE	0.004048583	0	0	0	0.012145749	0.002699055	0.012145749	0
/article/979291-intercontinentalexchange-management-discusses-q3-2012-results-earnings-call-transcript	ICE	11/5/2012	ICE	0.001046025	0	0	0	0.010460251	0.0041841	0.003138075	0
/article/770891-intercontinentalexchange-management-discusses-q2-2012-results-earnings-call-transcript	ICE	8/1/2012	ICE	0	0	0	0	0.010166359	0.000924214	0.009242144	0
/article/552541-intercontinentalexchanges-ceo-discusses-q1-2012-results-earnings-call-transcript	ICE	5/2/2012	ICE	0.005336179	0	0	0	0.019210245	0.001067236	0.011739594	0
/article/351481-intercontinentalexchanges-ceo-discusses-q4-2011-results-earnings-call-transcript	ICE	2/8/2012	ICE	0.002026342	0	0.001013171	0	0.020263425	0	0.005065856	0
/article/304636-intercontinentalexchanges-ceo-discusses-q3-2011-results-earnings-call-transcript	ICE	11/2/2011	ICE	0.000954198	0	0.000954198	0	0.014312977	0	0.001908397	0
/article/284376-intercontinentalexchanges-ceo-discusses-q2-2011-results-earnings-call-transcript	ICE	8/3/2011	ICE	0.002219756	0	0.002219756	0	0.014428413	0	0.004439512	0
/article/267889-intercontinentalexchanges-ceo-discusses-q1-2011-results-earnings-call-transcript	ICE	5/5/2011	ICE	0.000990099	0	0.000990099	0	0.011881188	0	0.001980198	0
/article/251866-intercontinentalexchanges-ceo-discusses-q4-2010-results-earnings-call-transcript	ICE	2/9/2011	ICE	0	0	0	0	0.018813314	0	0.004341534	0
/article/233887-intercontinentalexchange-ceo-discusses-q3-2010-results-earnings-call-transcript	ICE	11/1/2010	ICE	0	0	0	0	0.008364312	0.001858736	0.00464684	0
/article/218684-intercontinentalexchange-q2-2010-earnings-call-transcript	ICE	8/4/2010	ICE	0.001089325	0	0	0	0.009803922	0	0.003267974	0
/article/203437-intercontinentalexchange-q1-2010-earnings-call-transcript	ICE	5/6/2010	ICE	0	0	0	0	0.016129032	0.001152074	0.006912442	0
/article/187862-intercontinentalexchange-inc-q4-2009-earnings-call-transcript	ICE	2/10/2010	ICE	0.0013947	0	0	0	0.019525802	0	0.005578801	0
/article/4529755-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q2-2022-results-earnings-call	ICE	8/4/2022	ICE	0.005190311	0	0.001730104	0	0.032871972	0	0.010380623	0
/article/4507402-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q1-2022-results-earnings-call	ICE	5/5/2022	ICE	0.003174603	0	0	0	0.050793651	0.001587302	0.004761905	0
/article/4483970-intercontinental-exchanges-ice-ceo-jeff-sprecher-on-q4-2021-results-earnings-call-transcript	ICE	2/3/2022	ICE	0.001290323	0	0	0	0.04	0.002580645	0.001290323	0
/article/4463046-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q3-2021-results-earnings-call	ICE	10/28/2021	ICE	0.003372681	0	0	0	0.038785835	0	0.003372681	0
/article/4442614-intercontinental-exchange-ice-ceo-jeffrey-sprecher-on-q2-2021-results-earnings-call	ICE	7/29/2021	ICE	0.001926782	0	0	0	0.046242775	0	0.001926782	0
/article/4422517-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q1-2021-results-earnings-call	ICE	4/29/2021	ICE	0.0056926	0	0	0	0.034155598	0.001897533	0.007590133	0
/article/4403546-intercontinental-exchange-inc-ice-ceo-jeffrey-sprecher-on-q4-2020-results-earnings-call	ICE	2/4/2021	ICE	0.001709402	0	0	0	0.037606838	0	0.006837607	0
/article/4382619-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q3-2020-results-earnings-call	ICE	10/29/2020	ICE	0.006980803	0	0	0	0.040139616	0	0.013961606	0
/article/4362454-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q2-2020-results-earnings-call	ICE	7/30/2020	ICE	0.001697793	0	0	0	0.032258065	0	0.003395586	0
/article/4341594-intercontinental-exchange-inc-s-ice-ceo-jeff-sprecher-on-q1-2020-results-earnings-call	ICE	4/30/2020	ICE	0	0	0	0	0.01026393	0	0	0
/article/4322135-intercontinental-exchange-inc-s-ice-ceo-jeff-sprecher-on-q4-2019-results-earnings-call	ICE	2/6/2020	ICE	0	0	0	0	0.034358047	0	0.005424955	0
/article/4301070-intercontinental-exchange-inc-ice-ceo-jeffrey-sprecher-on-q3-2019-results-earnings-call	ICE	10/31/2019	ICE	0	0	0	0	0.027350427	0	0.005128205	0
/article/4280294-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q2-2019-results-earnings-call	ICE	8/1/2019	ICE	0.001956947	0	0	0	0.015655577	0.001956947	0.005870841	0
/article/4259183-intercontinental-exchanges-ice-ceo-jeff-sprecher-on-q1-2019-results-earnings-call-transcript	ICE	5/2/2019	ICE	0.002902758	0	0	0	0.017416546	0	0.002902758	0
/article/4239136-intercontinental-exchange-inc-ice-ceo-jeff-sprecher-on-q4-2018-results-earnings-call	ICE	2/7/2019	ICE	0.001459854	0	0	0	0.027737226	0	0.004379562	0
/article/4216561-intercontinental-exchange-ice-q3-2018-results-earnings-call-transcript	ICE	10/31/2018	ICE	0.003931848	0	0	0	0.018348624	0.001310616	0.005242464	0
/article/4194008-intercontinental-exchange-ice-q2-2018-results-earnings-call-transcript	ICE	8/2/2018	ICE	0	0	0	0	0.025806452	0.001290323	0.006451613	0.001290323
/article/4169414-intercontinental-exchange-ice-q1-2018-results-earnings-call-transcript	ICE	5/3/2018	ICE	0.005018821	0	0	0	0.027603513	0.001254705	0.005018821	0
/article/4144079-intercontinental-exchanges-ice-ceo-jeff-sprecher-on-q4-2017-results-earnings-call-transcript	ICE	2/7/2018	ICE	0.005385996	0	0.005385996	0	0.044883303	0	0.010771993	0
/article/4120508-intercontinental-exchanges-ice-ceo-jeff-sprecher-on-q3-2017-results-earnings-call-transcript	ICE	11/4/2017	ICE	0.001240695	0	0	0	0.017369727	0	0.006203474	0
/article/4094307-intercontinental-exchange-ice-q2-2017-results-earnings-call-transcript	ICE	8/3/2017	ICE	0.002525253	0	0.002525253	0	0.029040404	0.001262626	0.005050505	0
/article/4068503-intercontinental-exchange-ice-q1-2017-results-earnings-call-transcript	ICE	5/3/2017	ICE	0.001371742	0	0	0	0.030178326	0.004115226	0.002743484	0
/article/4043514-intercontinental-exchange-ice-q4-2016-results-earnings-call-transcript	ICE	2/7/2017	ICE	0.002525253	0	0	0	0.029040404	0.001262626	0.01010101	0
/article/4017626-intercontinental-exchange-ice-q3-2016-results-earnings-call-transcript	ICE	11/1/2016	ICE	0.001221001	0	0	0	0.015873016	0.001221001	0.006105006	0
/article/3995354-intercontinental-exchange-ice-jeffrey-craig-sprecher-on-q2-2016-results-earnings-call	ICE	8/3/2016	ICE	0.003571429	0	0.001190476	0	0.019047619	0.003571429	0.011904762	0
/article/4216533-general-motors-gm-q3-2018-results-earnings-call-transcript	GM	10/31/2018	GM	0	0	0	0	0.008403361	0.00120048	0.006002401	0
/article/4204378-general-motors-company-gm-management-presents-citis-2018-global-technology-conference	GM	9/5/2018	GM	0	0	0	0	0.002364066	0	0	0
/article/4190090-general-motors-gm-q2-2018-results-earnings-call-transcript	GM	7/25/2018	GM	0	0	0	0	0.006749156	0	0.005624297	0
/article/4166467-general-motors-gm-q1-2018-results-earnings-call-transcript	GM	4/26/2018	GM	0	0	0	0	0.005802708	0	0.00483559	0
/article/4143799-general-motors-gm-q4-2017-results-earnings-call-transcript	GM	2/6/2018	GM	0	0	0	0	0.005138746	0.003083248	0.007194245	0.002055498
/article/4115838-general-motors-gm-q3-2017-results-earnings-call-transcript	GM	10/24/2017	GM	0.001303781	0	0	0	0.003911343	0	0.001303781	0
/article/4090403-general-motors-gm-q2-2017-results-earnings-call-transcript	GM	7/25/2017	GM	0.00110742	0	0	0	0.005537099	0.00110742	0.004429679	0.00110742
/article/4066913-general-motors-gm-q1-2017-results-earnings-call-transcript	GM	4/28/2017	GM	0.002375297	0	0.002375297	0	0.007125891	0.001187648	0.007125891	0
/article/4043518-general-motors-gm-q4-2016-results-earnings-call-transcript	GM	2/7/2017	GM	0	0	0	0	0.00990099	0.00220022	0.00770077	0
/article/4014699-general-motors-gm-q3-2016-results-earnings-call-transcript	GM	10/25/2016	GM	0	0	0	0	0.004854369	0	0.01092233	0
/article/3990364-general-motors-gm-q2-2016-results-earnings-call-transcript	GM	7/21/2016	GM	0.001064963	0	0.001064963	0	0.004259851	0	0.006389776	0
/article/3967101-general-motors-gm-q1-2016-results-earnings-call-transcript	GM	4/21/2016	GM	0	0	0	0	0.008849558	0.001264223	0.001264223	0
/article/3861956-general-motors-gm-q4-2015-results-earnings-call-transcript	GM	2/3/2016	GM	0.001970443	0	0	0	0.004926108	0	0.008866995	0
/article/3590376-general-motors-gm-q3-2015-results-earnings-call-transcript	GM	10/21/2015	GM	0.000940734	0	0	0	0.006585136	0.001881468	0.001881468	0
/article/3351565-general-motors-companys-gm-ceo-mary-barra-on-q2-2015-results-earnings-call-transcript	GM	7/23/2015	GM	0	0	0	0	0.003911343	0.001303781	0.006518905	0
/article/3096706-general-motors-gm-ceo-mary-barra-on-q1-2015-results-earnings-call-transcript	GM	4/23/2015	GM	0.00120048	0	0	0	0.006002401	0	0.00240096	0
/article/2884496-general-motors-gm-ceo-mary-barra-on-q4-2014-results-earnings-call-transcript	GM	2/4/2015	GM	0.001826484	0	0.000913242	0	0.01369863	0.000913242	0.00456621	0.001826484
/article/2591195-general-motors-gm-ceo-mary-barra-on-q3-2014-results-earnings-call-transcript	GM	10/23/2014	GM	0	0	0	0	0.007583965	0.003250271	0.001083424	0.001083424
/article/2338925-general-motors-gm-ceo-mary-barra-on-q2-2014-results-earnings-call-transcript	GM	7/24/2014	GM	0	0	0	0	0.010044643	0.001116071	0.002232143	0.004464286
/article/2162713-general-motors-ceo-discusses-q1-2014-results-earnings-call-transcript	GM	4/24/2014	GM	0	0	0	0	0.002512563	0.001256281	0.001256281	0.001256281
/article/2000411-general-motors-ceo-discusses-q4-2013-results-earnings-call-transcript	GM	2/6/2014	GM	0	0	0	0	0.011787819	0.001964637	0.002946955	0
/article/1787632-general-motors-ceo-discusses-q3-2013-results-earnings-call-transcript	GM	10/30/2013	GM	0	0	0	0	0.01300578	0	0.001445087	0
/article/1571752-general-motors-company-gm-ceo-discusses-q2-2013-results-earnings-call-transcript	GM	7/25/2013	GM	0	0	0	0	0.010819165	0.00309119	0.007727975	0.001545595
/article/1394181-general-motors-ceo-discusses-q1-2013-results-earnings-call-transcript	GM	5/2/2013	GM	0.001133787	0	0	0	0.007936508	0.002267574	0.001133787	0.002267574
/article/1183991-general-motors-ceo-discusses-q4-2012-results-earnings-call-transcript	GM	2/14/2013	GM	0.000992063	0	0	0	0.005952381	0.000992063	0.00297619	0.000992063
/article/966151-general-motors-management-discusses-q3-2012-results-earnings-call-transcript	GM	10/31/2012	GM	0	0	0	0	0.006785411	0.001696353	0.002544529	0.001696353
/article/775021-general-motors-management-discusses-q2-2012-results-earnings-call-transcript	GM	8/2/2012	GM	0	0	0	0	0.002222222	0	0.004444444	0
/article/557061-general-motors-ceo-discusses-q1-2012-results-earnings-call-transcript	GM	5/3/2012	GM	0	0	0	0	0.008908686	0.002227171	0.002227171	0
/article/373341-general-motorss-ceo-discusses-q4-and-calendar-year-2011-results-earnings-call-transcript	GM	2/16/2012	GM	0.001009082	0	0.001009082	0	0.009081736	0	0.004036327	0.001009082
/article/306706-general-motors-ceo-discusses-q3-2011-results-earnings-call-transcript	GM	11/9/2011	GM	0	0	0	0	0.003412969	0	0	0.004550626
/article/284830-general-motors-ceo-discusses-q2-2011-results-earnings-call-transcript	GM	8/4/2011	GM	0	0	0	0	0.005257624	0.001051525	0	0.001051525
/article/4525951-general-motors-companys-gm-ceo-mary-barra-on-q2-2022-results-earnings-call-transcript	GM	7/26/2022	GM	0	0	0	0	0.007067138	0	0.003533569	0.001177856
/article/4503815-general-motors-company-gm-ceo-mary-barra-on-q1-2022-results-earnings-call-transcript	GM	4/26/2022	GM	0	0	0	0	0.002298851	0	0.003448276	0
/article/4483345-general-motors-companys-gm-ceo-mary-barra-on-q4-2021-results-earnings-call-transcript	GM	2/1/2022	GM	0	0	0	0	0.007853403	0	0.006544503	0
/article/4462512-general-motors-company-gm-ceo-mary-barra-on-q3-2021-results-earnings-call-transcript	GM	10/27/2021	GM	0	0	0	0	0.008827238	0.001261034	0.002522068	0
/article/4444995-general-motors-co-gm-ceo-mary-barra-on-q2-2021-results-earnings-call-transcript	GM	8/4/2021	GM	0	0	0	0	0.002754821	0	0.00137741	0
/article/4424711-general-motors-company-gm-ceo-mary-barra-on-q1-2021-results-earnings-call-transcript	GM	5/5/2021	GM	0	0	0	0	0.002570694	0	0.001285347	0
/article/4404995-general-motors-co-gm-ceo-mary-barra-on-q4-2020-results-earnings-call-transcript	GM	2/10/2021	GM	0	0	0	0	0.008805031	0	0.008805031	0
/article/4385433-general-motors-co-gm-ceo-mary-barra-on-q3-2020-results-earnings-call-transcript	GM	11/5/2020	GM	0	0	0	0	0.001259446	0	0.002518892	0
/article/4361950-general-motors-co-gm-ceo-mary-barra-on-q2-2020-results-earnings-call-transcript	GM	7/29/2020	GM	0	0	0	0	0.005959476	0	0.00238379	0
/article/4343773-general-motors-gm-ceo-mary-barra-on-q1-2020-results-earnings-call-transcript	GM	5/6/2020	GM	0	0	0	0	0.006858711	0.004115226	0.002743484	0
/article/4321944-general-motors-gm-ceo-mary-barra-on-capital-markets-day-and-q4-2019-results-earnings-call	GM	2/6/2020	GM	0	0	0	0	0.005166745	0.000469704	0.002818225	0.000939408
/article/4300097-general-motors-company-gm-ceo-mary-barra-on-q3-2019-results-earnings-call-transcript	GM	10/29/2019	GM	0	0	0	0	0.001360544	0.001360544	0.002721088	0
/article/4280314-general-motors-company-gm-ceo-mary-barra-on-q2-2019-results-earnings-call-transcript	GM	8/1/2019	GM	0	0	0	0	0.001005025	0.001005025	0	0
/article/4258167-general-motors-company-gm-ceo-mary-barra-on-q1-2019-results-earnings-call-transcript	GM	4/30/2019	GM	0	0	0	0	0.002317497	0	0.002317497	0
/article/4238746-general-motors-co-gm-ceo-mary-barra-on-q4-2018-results-earnings-call-transcript	GM	2/6/2019	GM	0	0	0	0	0.005873715	0	0.007342144	0.001468429
/article/3989951-illinois-tool-works-itw-ceo-scott-santi-on-q2-2016-results-earnings-call-transcript	ITW	7/20/2016	ITW	0	0	0	0	0.00942285	0.001177856	0.004711425	0
/article/3966711-illinois-tool-works-itw-ceo-ernest-scott-santi-on-q1-2016-results-earnings-call-transcript	ITW	4/20/2016	ITW	0	0	0	0	0.01216545	0.00243309	0.00973236	0
/article/3839296-illinois-tool-works-itw-ernest-scott-santi-on-q4-2015-results-earnings-call-transcript	ITW	1/27/2016	ITW	0.000978474	0	0	0	0.009784736	0.000978474	0.009784736	0
/article/3590446-illinois-tool-works-itw-ernest-scott-santi-on-q3-2015-results-earnings-call-transcript	ITW	10/21/2015	ITW	0.001008065	0.001008065	0.001008065	0	0.01108871	0.007056452	0.006048387	0.001008065
/article/3346935-illinois-tool-works-itw-ernest-scott-santi-on-q2-2015-results-earnings-call-transcript	ITW	7/22/2015	ITW	0.001001001	0	0.001001001	0	0.013013013	0.003003003	0.006006006	0
/article/3087726-illinois-tool-works-itw-ceo-scott-santi-on-q1-2015-results-earnings-call-transcript	ITW	4/21/2015	ITW	0	0	0	0	0.020967742	0.008064516	0.003225806	0
/article/2854466-illinois-tool-works-itw-ceo-scott-santi-on-q4-2014-results-earnings-call-transcript	ITW	1/27/2015	ITW	0	0	0	0	0.028985507	0.012077295	0.007246377	0.002415459
/article/2580695-illinois-tool-works-itw-ceo-scott-santi-on-q3-2014-results-earnings-call-transcript	ITW	10/21/2014	ITW	0	0	0	0	0.025606469	0.004043127	0.004043127	0
/article/2355965-illinois-tool-works-itw-ceo-scott-santi-on-q2-2014-results-earnings-call-transcript	ITW	7/29/2014	ITW	0	0	0	0	0.029259897	0.015490534	0.008605852	0
/article/2154893-illinois-tool-works-ceo-discusses-q1-2014-results-earnings-call-transcript	ITW	4/22/2014	ITW	0	0	0	0	0.026988636	0.005681818	0.004261364	0
/article/1973521-illinois-tool-works-management-discusses-q4-2013-results-earnings-call-transcript	ITW	1/28/2014	ITW	0.001962709	0	0	0	0.029440628	0.004906771	0.003925417	0
/article/1760782-illinois-tool-works-management-discusses-q3-2013-results-earnings-call-transcript	ITW	10/22/2013	ITW	0	0.001166861	0	0	0.038506418	0.01050175	0.001166861	0.002333722
/article/1565032-illinois-tool-works-inc-itw-management-discusses-q2-2013-results-earnings-call-transcript	ITW	7/23/2013	ITW	0.000997009	0	0.000997009	0	0.023928215	0.008973081	0.006979063	0.000997009
/article/1362461-illinois-tool-works-management-discusses-q1-2013-results-earnings-call-transcript	ITW	4/23/2013	ITW	0	0	0	0	0.020084567	0.026427061	0.002114165	0.002114165
/article/1141981-illinois-tool-works-management-discusses-q4-2012-results-earnings-call-transcript	ITW	1/29/2013	ITW	0.001070664	0	0	0	0.03640257	0.012847966	0.006423983	0.002141328
/article/942901-illinois-tool-works-management-discusses-q3-2012-results-earnings-call-transcript	ITW	10/23/2012	ITW	0	0	0	0	0.032731377	0.022573363	0.002257336	0
/article/744071-illinois-tool-works-management-discusses-q2-2012-results-earnings-call-transcript	ITW	7/24/2012	ITW	0	0	0	0	0.034234234	0.00990991	0.001801802	0
/article/522831-illinois-tool-works-ceo-discusses-q1-2012-results-earnings-call-transcript	ITW	4/24/2012	ITW	0	0	0	0	0.04	0.010810811	0	0
/article/329442-illinois-tool-works-management-discusses-q4-2011-results-earnings-call-transcript	ITW	1/31/2012	ITW	0.00102145	0	0	0	0.053115424	0.003064351	0.005107252	0
/article/301937-illinois-tool-works-management-discusses-q3-2011-results-earnings-call-transcript	ITW	10/25/2011	ITW	0.001222494	0	0	0	0.057457213	0.007334963	0.003667482	0
/article/281919-illinois-tool-works-ceo-discusses-q2-2011-results-earnings-call-transcript	ITW	7/26/2011	ITW	0.001084599	0	0	0	0.057483731	0.006507592	0.001084599	0
/article/265668-illinois-tool-works-ceo-discusses-q1-2011-results-earnings-call-transcript	ITW	4/26/2011	ITW	0.002290951	0	0	0	0.053837342	0	0.003436426	0
/article/284259-illinois-tool-works-ceo-discusses-q4-2010-results-earnings-call-transcript	ITW	1/31/2011	ITW	0	0	0	0	0.081264108	0.002257336	0.003386005	0.002257336
/article/230967-illinois-tool-works-inc-q3-2010-earnings-call-transcript	ITW	10/19/2010	ITW	0.001283697	0	0	0	0.071887035	0.007702182	0.002567394	0
/article/199795-illinois-tool-works-inc-q1-2010-earnings-call-transcript	ITW	4/20/2010	ITW	0.002534854	0	0	0	0.070975919	0.013941698	0.003802281	0.002534854
/article/184903-illinois-tool-works-inc-q4-2009-earnings-call-transcript	ITW	1/27/2010	ITW	0.001153403	0	0	0	0.028835063	0.038062284	0.001153403	0
/article/4528691-illinois-tool-works-inc-itw-ceo-scott-santi-on-q2-2022-results-earnings-call-transcript	ITW	8/2/2022	ITW	0	0	0	0	0.024175824	0	0.002197802	0
/article/4506250-illinois-tool-works-inc-itw-ceo-scott-santi-on-q1-2022-results-earnings-call-transcript	ITW	5/3/2022	ITW	0.001587302	0	0	0	0.025396825	0.001587302	0.011111111	0.001587302
/article/4484043-illinois-tool-works-inc-itw-ceo-scott-santi-on-q4-2021-results-earnings-call-transcript	ITW	2/3/2022	ITW	0.001855288	0	0	0	0.020408163	0.001855288	0.011131725	0
