article_link	ticker	date	ticker_from_text	rev_and_earnings_positive_sentence_score	rev_and_earnings_negative_sentence_score	rev_and_earnings_profit_positive_sentence_score	rev_and_earnings_profit_negative_sentence_score	rev_positive_sentence_score	rev_negative_sentence_score	earnings_positive_sentence_score	earnings_negative_sentence_score
/article/4341792-apple-inc-aapl-ceo-tim-cook-on-q2-2020-results-earnings-call-transcript	AAPL	4/30/2020	AAPL	0	0	0	0	0.009448819	0.001574803	0	0
/article/4319666-apple-inc-aapl-ceo-tim-cook-on-q1-2020-results-earnings-call-transcript	AAPL	1/28/2020	AAPL	0	0	0	0	0.023006135	0.001533742	0	0
/article/4300690-apple-inc-aapl-ceo-tim-cook-on-q4-2019-results-earnings-call-transcript	AAPL	10/30/2019	AAPL	0	0	0	0	0.025373134	0	0	0
/article/4279301-apple-inc-aapl-ceo-tim-cook-on-q3-2019-results-earnings-call-transcript	AAPL	7/30/2019	AAPL	0	0	0	0	0.036050157	0.001567398	0	0
/article/4258275-apple-inc-aapl-ceo-tim-cook-on-q2-2019-results-earnings-call-transcript	AAPL	4/30/2019	AAPL	0	0	0	0	0.015649452	0.006259781	0	0
/article/4236503-apple-inc-aapl-ceo-tim-cook-on-q1-2019-results-earnings-call-transcript	AAPL	1/29/2019	AAPL	0	0	0	0	0.018575851	0.004643963	0	0
/article/4217359-apple-aapl-q4-2018-results-earnings-call-transcript	AAPL	11/1/2018	AAPL	0.003034901	0	0	0	0.025796662	0	0.004552352	0
/article/4192790-apple-aapl-q3-2018-results-earnings-call-transcript	AAPL	7/31/2018	AAPL	0.00147929	0	0	0	0.031065089	0	0.00147929	0
/article/4168271-apple-aapl-q2-2018-results-earnings-call-transcript	AAPL	5/1/2018	AAPL	0.001416431	0	0	0	0.021246459	0	0.001416431	0
/article/4142447-apples-aapl-ceo-tim-cook-on-q1-2018-results-earnings-call-transcript	AAPL	2/1/2018	AAPL	0	0	0	0	0.040625	0.0015625	0	0
/article/4119877-apple-aapl-q4-2017-results-earnings-call-transcript	AAPL	11/2/2017	AAPL	0	0	0	0	0.021798365	0	0	0
/article/4093437-apple-aapl-q3-2017-results-earnings-call-transcript	AAPL	8/1/2017	AAPL	0	0	0	0	0.012362637	0	0.001373626	0
/article/4068153-apple-aapl-q2-2017-results-earnings-call-transcript	AAPL	5/2/2017	AAPL	0.002805049	0	0	0	0.023842917	0.002805049	0.002805049	0
/article/4041266-apple-aapl-q1-2017-results-earnings-call-transcript	AAPL	1/31/2017	AAPL	0	0	0	0	0.016877637	0.00140647	0.004219409	0
/article/4014922-apple-aapl-q4-2016-results-earnings-call-transcript	AAPL	10/25/2016	AAPL	0	0	0	0	0.015564202	0.001297017	0	0
/article/3991811-apple-aapl-q3-2016-results-earnings-call-transcript	AAPL	7/26/2016	AAPL	0	0	0	0	0.014322917	0	0	0
/article/3968300-apple-aapl-timothy-donald-cook-on-q2-2016-results-earnings-call-transcript	AAPL	4/26/2016	AAPL	0	0	0	0	0.013513514	0.008108108	0.001351351	0
/article/3836826-apples-aapl-ceo-tim-cook-on-q1-2016-results-earnings-call-transcript	AAPL	1/26/2016	AAPL	0.00131406	0	0	0	0.022339028	0.00131406	0.00131406	0
/article/3611256-apples-aapl-ceo-tim-cook-on-q4-2015-results-earnings-call-transcript	AAPL	10/27/2015	AAPL	0	0	0	0	0.030075188	0.003007519	0.001503759	0
/article/3344115-apple-aapl-timothy-d-cook-on-q3-2015-results-earnings-call-transcript	AAPL	7/21/2015	AAPL	0.00143472	0	0	0	0.024390244	0	0.00143472	0
/article/3107596-apples-aapl-ceo-tim-cook-on-q2-2015-results-earnings-call-transcript	AAPL	4/27/2015	AAPL	0.002994012	0	0	0	0.02245509	0.002994012	0.002994012	0
/article/2856006-apples-aapl-ceo-tim-cook-on-q1-2015-results-earnings-call-transcript	AAPL	1/27/2015	AAPL	0	0	0	0	0.020408163	0.002915452	0.001457726	0
/article/2576865-apples-aapl-ceo-tim-cook-on-q4-2014-results-earnings-call-transcript	AAPL	10/20/2014	AAPL	0	0	0	0	0.016774194	0	0.001290323	0
/article/2331715-apples-aapl-ceo-tim-cook-on-q3-2014-results-earnings-call-transcript	AAPL	7/22/2014	AAPL	0	0	0	0	0.019891501	0.003616637	0.001808318	0
/article/2159213-apples-ceo-discusses-f2q-2014-results-earnings-call-transcript	AAPL	4/23/2014	AAPL	0.002824859	0	0.001412429	0	0.014124294	0.001412429	0.004237288	0
/article/1971291-apples-ceo-discusses-f1q-2014-results-earnings-call-transcript	AAPL	1/27/2014	AAPL	0	0	0	0	0.026356589	0.009302326	0	0
/article/1780172-apples-ceo-discusses-f4q-2013-results-earnings-call-transcript	AAPL	10/28/2013	AAPL	0	0	0	0	0.020231214	0.001445087	0	0
/article/1566012-apple-inc-aapl-ceo-discusses-f3q-2013-results-earnings-call-transcript	AAPL	7/23/2013	AAPL	0	0	0	0	0.018518519	0.002849003	0	0
/article/1364041-apples-ceo-discusses-f2q13-results-earnings-call-transcript	AAPL	4/23/2013	AAPL	0	0	0	0	0.013888889	0.001262626	0	0
/article/1129431-apples-ceo-discusses-f1q-2013-results-earnings-call-transcript	AAPL	1/23/2013	AAPL	0	0	0	0	0.023636364	0.001818182	0	0
/article/952971-apples-ceo-discusses-f4q12-results-earnings-call-transcript	AAPL	10/25/2012	AAPL	0	0	0	0	0.012376238	0	0	0.001237624
/article/745271-apples-ceo-discusses-f3q12-results-earnings-call-transcript	AAPL	7/24/2012	AAPL	0	0	0	0	0.019047619	0.003571429	0	0
/article/524451-apples-ceo-discusses-q2-2012-results-earnings-call-transcript	AAPL	4/24/2012	AAPL	0	0	0	0	0.014066496	0.006393862	0	0
/article/321818-apples-ceo-discusses-q1-2012-results-earnings-call-transcript	AAPL	1/24/2012	AAPL	0	0	0	0	0.012113055	0	0.001345895	0
/article/300433-apples-ceo-discusses-q4-2011-results-earnings-call-transcript	AAPL	10/18/2011	AAPL	0.001265823	0	0	0	0.008860759	0.001265823	0.003797468	0
/article/280344-apple-management-discusses-q3-2011-results-earnings-call-transcript	AAPL	7/19/2011	AAPL	0.001488095	0	0	0	0.020833333	0.001488095	0.00297619	0
/article/264616-apple-management-discusses-q2-2011-results-earnings-call-transcript	AAPL	4/20/2011	AAPL	0.00116144	0	0	0	0.011614402	0.00232288	0.00232288	0
/article/4298421-microsoft-corp-msft-ceo-satya-nadella-on-q1-2020-results-earnings-call-transcript	MSFT	10/23/2019	MSFT	0	0	0	0	0.050243112	0.006482982	0.003241491	0
/article/4275911-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2019-results-earnings-call-transcript	MSFT	7/18/2019	MSFT	0.002967359	0	0	0	0.043026706	0.005934718	0.002967359	0
/article/4256516-microsoft-corporation-msft-ceo-satya-nadella-on-q3-2019-results-earnings-call-transcript	MSFT	4/24/2019	MSFT	0	0	0	0	0.063209076	0.001620746	0.001620746	0
/article/4236893-microsoft-corp-msft-ceo-satya-nadella-on-q2-2019-results-earnings-call-transcript	MSFT	1/30/2019	MSFT	0.003361345	0	0	0	0.063865546	0.006722689	0.006722689	0
/article/4214102-microsoft-msft-q1-2019-results-earnings-call-transcript	MSFT	10/24/2018	MSFT	0	0	0	0	0.051085568	0.001277139	0.001277139	0
/article/4188569-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2018-results-earnings-call-transcript	MSFT	7/19/2018	MSFT	0.001730104	0	0	0	0.069204152	0.001730104	0.001730104	0
/article/4166696-microsoft-msft-q3-2018-results-earnings-call-transcript	MSFT	4/26/2018	MSFT	0	0	0	0	0.058370044	0.001101322	0	0
/article/4141999-microsofts-msft-ceo-satya-nadella-on-q2-2018-results-earnings-call-transcript	MSFT	1/31/2018	MSFT	0.001199041	0	0	0	0.049160671	0	0.001199041	0
/article/4117127-microsoft-msft-q1-2018-results-earnings-call-transcript	MSFT	10/26/2017	MSFT	0.001109878	0	0	0	0.045504994	0	0.003329634	0
/article/4089278-microsofts-msft-ceo-satya-nadella-on-q4-2017-results-earnings-call-transcript	MSFT	7/20/2017	MSFT	0	0	0	0	0.039772727	0.002840909	0	0
/article/4066498-microsoft-msft-q3-2017-results-earnings-call-transcript	MSFT	4/27/2017	MSFT	0.00109529	0	0	0	0.032858708	0.006571742	0.002190581	0
/article/4040408-microsoft-msft-q2-2017-results-earnings-call-transcript	MSFT	1/27/2017	MSFT	0.001109878	0	0	0	0.031076582	0.008879023	0.001109878	0
/article/4013728-microsofts-msft-ceo-satya-nadella-on-q1-2017-results-earnings-call-transcript	MSFT	10/20/2016	MSFT	0	0	0	0	0.041528239	0.011627907	0.00166113	0
/article/3989628-microsoft-msft-q4-2016-results-earnings-call-transcript	MSFT	7/19/2016	MSFT	0	0	0	0	0.026467204	0.00575374	0	0
/article/3969437-linkedin-lnkd-jeffrey-weiner-on-q1-2016-results-earnings-call-transcript	MSFT	4/29/2016	LNKD	0	0	0	0	0.031825796	0	0	0
/article/3967201-microsoft-msft-q3-2016-results-earnings-call-transcript	MSFT	4/21/2016	MSFT	0	0.001194743	0	0	0.033452808	0.007168459	0	0.001194743
/article/3867916-linkedin-lnkd-jeffrey-weiner-on-q4-2015-results-earnings-call-transcript	MSFT	2/4/2016	LNKD	0	0	0	0	0.042016807	0.00140056	0	0
/article/3846116-microsoft-msft-q2-2016-results-earnings-call-transcript	MSFT	1/28/2016	MSFT	0	0	0	0	0.014238773	0.006571742	0.00109529	0
/article/3624206-linkedin-lnkd-jeffrey-weiner-on-q3-2015-results-earnings-call-transcript	MSFT	10/30/2015	LNKD	0.002898551	0	0.001449275	0	0.037681159	0	0.004347826	0
/article/3596736-microsoft-msft-q1-2016-results-earnings-call-transcript	MSFT	10/22/2015	MSFT	0	0	0	0	0.01870187	0.00660066	0	0
/article/3380125-linkedin-lnkd-jeffrey-weiner-on-q2-2015-results-earnings-call-transcript	MSFT	7/30/2015	LNKD	0	0	0	0	0.025179856	0.004796163	0.001199041	0
/article/3344205-microsoft-msft-q4-2015-results-earnings-call-transcript	MSFT	7/21/2015	MSFT	0.001091703	0	0	0	0.020742358	0.004366812	0.003275109	0
/article/3126536-linkedins-lnkd-ceo-jeff-weiner-on-q1-2015-results-earnings-call-transcript	MSFT	5/1/2015	LNKD	0	0	0	0	0.037313433	0	0	0
/article/3098136-microsofts-msft-ceo-satya-nadella-on-q3-2015-results-earnings-call-transcript	MSFT	4/23/2015	MSFT	0	0	0	0	0.027559055	0.007874016	0.001312336	0
/article/2891416-linkedins-lnkd-ceo-jeff-weiner-discusses-on-q4-2014-results-earnings-call-transcript	MSFT	2/5/2015	LNKD	0.001798561	0	0	0	0.041366906	0	0.001798561	0
/article/2852026-microsofts-msft-ceo-satya-nadella-on-q2-2015-results-earnings-call-transcript	MSFT	1/26/2015	MSFT	0	0	0	0	0.037691402	0.007067138	0.001177856	0
/article/2621895-linkedins-lnkd-ceo-jeff-weiner-on-q3-2014-results-earnings-call-transcript	MSFT	10/30/2014	LNKD	0	0	0	0	0.028428094	0	0	0
/article/2592085-microsofts-msft-ceo-satya-nadella-on-q1-2015-results-earnings-call-transcript	MSFT	10/23/2014	MSFT	0	0	0	0	0.016949153	0.005649718	0.002824859	0
/article/2367505-linkedins-lnkd-ceo-jeff-weiner-on-q2-2014-results-earnings-call-transcript	MSFT	7/31/2014	LNKD	0.001703578	0	0	0	0.039182283	0	0.005110733	0
/article/2331775-microsofts-msft-ceo-satya-nadella-on-q4-2014-results-earnings-call-transcript	MSFT	7/22/2014	MSFT	0	0	0	0	0.014030612	0	0.00255102	0
/article/2185103-linkedins-ceo-discusses-q1-2014-results-earnings-call-transcript	MSFT	5/1/2014	LNKD	0.001976285	0	0	0	0.039525692	0	0.005928854	0
/article/2164653-microsofts-ceo-discusses-f3q-2014-results-earnings-call-transcript	MSFT	4/25/2014	MSFT	0	0	0	0	0.016081871	0.002923977	0.001461988	0
/article/2002241-linkedins-ceo-discusses-q4-2013-results-earnings-call-transcript	MSFT	2/6/2014	LNKD	0.001618123	0	0	0	0.038834951	0	0.003236246	0
/article/1964561-microsofts-management-discusses-f2q-2014-results-earnings-call-transcript	MSFT	1/23/2014	MSFT	0	0	0	0	0.021943574	0.007836991	0.001567398	0.001567398
/article/1784972-linkedins-ceo-discusses-q3-2013-results-earnings-call-transcript	MSFT	10/29/2013	LNKD	0	0	0	0	0.044217687	0	0	0
/article/1772012-microsofts-ceo-discusses-f1q-2014-results-earnings-call-transcript	MSFT	10/24/2013	MSFT	0	0	0	0	0.027122642	0.004716981	0	0.001179245
/article/1597232-linkedins-ceo-discusses-q2-2013-results-earnings-call-transcript	MSFT	8/1/2013	LNKD	0	0	0	0	0.031195841	0.001733102	0	0
/article/1557202-microsoft-corporation-msft-management-discusses-f4q-2013-results-earnings-call-transcript	MSFT	7/18/2013	MSFT	0	0	0	0	0.03807947	0.011589404	0	0.001655629
/article/1397031-linkedins-ceo-discusses-q1-2013-results-earnings-call-transcript	MSFT	5/2/2013	LNKD	0	0	0	0	0.043189369	0	0	0
/article/1353291-microsofts-management-discusses-f3q-2013-results-earnings-call-transcript	MSFT	4/18/2013	MSFT	0.004291845	0	0	0	0.060085837	0	0.008583691	0
/article/1166771-linkedins-ceo-discusses-q4-2012-results-earnings-call-transcript	MSFT	2/7/2013	LNKD	0.001626016	0	0	0	0.040650407	0.001626016	0.001626016	0
/article/1132561-microsofts-management-discusses-f2q-2013-results-earnings-call-transcript	MSFT	1/24/2013	MSFT	0	0	0	0	0.051194539	0.003412969	0	0
/article/971161-linkedins-ceo-discusses-q3-2012-results-earnings-call-transcript	MSFT	11/1/2012	LNKD	0.00209205	0	0	0	0.035564854	0.0041841	0.00209205	0
/article/934051-microsofts-management-discusses-f1q13-results-earnings-call-transcript	MSFT	10/18/2012	MSFT	0	0	0	0	0.047619048	0.015238095	0	0
/article/777151-linkedins-ceo-discusses-q2-2012-results-earnings-call-transcript	MSFT	8/2/2012	LNKD	0	0	0	0	0.042471042	0.003861004	0.003861004	0
/article/734591-microsofts-management-discusses-f4q2012-results-earnings-call-transcript	MSFT	7/19/2012	MSFT	0	0	0	0	0.052325581	0.003875969	0	0
/article/562751-linkedin-corporations-ceo-discusses-q1-2012-results-earnings-call-transcript	MSFT	5/5/2012	LNKD	0.001890359	0	0	0	0.047258979	0	0.001890359	0
/article/512411-microsoft-management-discusses-q3-2012-results-earnings-call-transcript	MSFT	4/19/2012	MSFT	0	0	0	0	0.048964218	0.001883239	0.001883239	0
/article/356781-linkedins-ceo-discusses-q4-2011-results-earnings-call-transcript	MSFT	2/9/2012	LNKD	0	0	0	0	0.039694656	0.001526718	0	0
/article/320779-microsoft-management-discusses-q2-2012-results-earnings-call-transcript	MSFT	1/19/2012	MSFT	0.003533569	0	0	0	0.051236749	0.001766784	0.003533569	0
/article/305186-linkedin-ceo-discusses-q3-2011-results-earnings-call-transcript	MSFT	11/3/2011	LNKD	0	0	0	0	0.026153846	0.001538462	0	0
/article/301037-microsoft-management-discusses-q1-2012-results-earnings-call-transcript	MSFT	10/20/2011	MSFT	0	0	0	0	0.050347222	0.001736111	0	0
/article/284921-linkedin-ceo-discusses-q2-2011-results-earnings-call-transcript	MSFT	8/4/2011	LNKD	0.001669449	0	0	0	0.03672788	0	0.001669449	0
/article/281020-microsoft-management-discusses-q4-2011-results-earnings-call-transcript	MSFT	7/21/2011	MSFT	0	0	0	0	0.05988024	0.001996008	0.003992016	0
/article/266457-microsoft-management-discusses-q3-2011-results-earnings-call-transcript	MSFT	4/28/2011	MSFT	0.004056795	0	0	0	0.056795132	0	0.006085193	0
/article/249249-microsoft-management-discusses-q2-2011-results-earnings-call-transcript	MSFT	1/27/2011	MSFT	0.00390625	0	0.001953125	0	0.0546875	0.001953125	0.005859375	0
/article/233449-transcend-services-q3-2010-ceo-discusses-q3-2010-results-earnings-call-transcript	MSFT	10/30/2010	TRCR	0.002020202	0	0	0	0.022222222	0.002020202	0.006060606	0
/article/233154-microsoft-management-discusses-f1q11-results-earnings-call-transcript	MSFT	10/28/2010	MSFT	0.003795066	0	0	0	0.04743833	0	0.003795066	0
/article/217780-transcend-services-inc-q2-2010-earnings-call-transcript	MSFT	7/30/2010	TRCR	0	0	0	0	0.006944444	0	0.001388889	0
/article/216013-microsoft-corporation-f4q10-qtr-end-06-30-10-earnings-call-transcript	MSFT	7/22/2010	MSFT	0.003571429	0	0.001785714	0	0.064285714	0	0.007142857	0
/article/202131-transcend-services-inc-q1-2010-earnings-call-transcript	MSFT	4/30/2010	TRCR	0	0	0	0	0.011887073	0	0.001485884	0
/article/200340-microsoft-corporation-q3-2010-earnings-call-transcript	MSFT	4/22/2010	MSFT	0.002932551	0	0	0	0.041055718	0.002932551	0.004398827	0
/article/185248-microsoft-corporation-f2q10-qtr-end-12-31-09-earnings-call-transcript	MSFT	1/28/2010	MSFT	0.001757469	0	0	0	0.031634446	0.003514938	0.001757469	0
/article/4526087-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2022-results-earnings-call-transcript	MSFT	7/26/2022	MSFT	0	0	0	0	0.060371517	0.015479876	0	0
/article/4503841-microsofts-msft-ceo-satya-nadella-on-q3-2022-results-earnings-call-transcript	MSFT	4/26/2022	MSFT	0.00129199	0	0	0	0.056847545	0.005167959	0.002583979	0
/article/4481617-microsoft-corporations-msft-ceo-satya-nadella-on-q2-2022-results-earnings-call-transcript	MSFT	1/25/2022	MSFT	0	0	0	0	0.067321178	0.001402525	0	0
/article/4462243-microsoft-corporation-msft-ceo-satya-nadella-on-q1-fiscal-2022-results-earnings-call	MSFT	10/26/2021	MSFT	0	0	0	0	0.060693642	0.002890173	0	0
/article/4441881-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2021-results-earnings-call-transcript	MSFT	7/27/2021	MSFT	0.001647446	0	0	0	0.072487644	0.006589786	0.001647446	0
/article/4421835-microsoft-corporations-msft-ceo-satya-nadella-on-q3-2021-results-earnings-call-transcript	MSFT	4/27/2021	MSFT	0	0	0	0	0.052419355	0.001344086	0.001344086	0
/article/4401205-microsoft-corporations-msft-ceo-satya-nadella-on-q2-2021-results-earnings-call-transcript	MSFT	1/26/2021	MSFT	0	0	0	0	0.059815951	0	0.003067485	0
/article/4381922-microsoft-corporation-msft-ceo-satya-nadella-on-q1-2021-results-earnings-call-transcript	MSFT	10/27/2020	MSFT	0	0	0	0	0.052401747	0.00727802	0.001455604	0
/article/4360065-microsoft-corp-msft-ceo-satya-nadella-on-q4-2020-results-earnings-call-transcript	MSFT	7/22/2020	MSFT	0	0	0	0	0.037481259	0.004497751	0	0
/article/4341291-microsoft-corp-msft-ceo-satya-nadella-on-q3-2020-results-earnings-call-transcript	MSFT	4/29/2020	MSFT	0.001584786	0	0	0	0.05229794	0.004754358	0.001584786	0
/article/4320005-microsoft-corporation-msft-ceo-satya-nadella-on-q2-2020-results-earnings-call-transcript	MSFT	1/29/2020	MSFT	0	0	0	0	0.048245614	0.002923977	0.002923977	0
/article/3993012-amazon-com-amzn-q2-2016-results-earnings-call-transcript	AMZN	7/28/2016	AMZN	0	0	0	0	0.014516129	0.001612903	0	0
/article/3992415-whole-foods-market-wfm-walter-robb-on-q3-2016-results-earnings-call-transcript	AMZN	7/27/2016	WFM	0.001059322	0	0	0	0.002118644	0.001059322	0.001059322	0
/article/3971532-whole-foods-market-wfm-john-p-mackey-on-q2-2016-results-earnings-call-transcript	AMZN	5/4/2016	WFM	0	0	0	0	0.00135318	0	0.00135318	0
/article/3969373-amazon-com-amzn-q1-2016-results-earnings-call-transcript	AMZN	4/29/2016	AMZN	0	0	0	0	0.018494055	0.001321004	0	0.001321004
/article/3885486-whole-foods-markets-wfm-co-ceo-walter-robb-on-q1-2016-results-earnings-call-transcript	AMZN	2/10/2016	WFM	0	0	0	0	0.00792752	0.001132503	0.002265006	0
/article/3846086-amazon-com-amzn-management-on-q4-2015-results-earnings-call-transcript	AMZN	1/28/2016	AMZN	0	0	0	0	0.022813688	0	0	0
/article/3648106-whole-foods-market-wfm-john-mackey-on-q4-2015-results-earnings-call-transcript	AMZN	11/4/2015	WFM	0	0	0	0	0.017080745	0	0.00310559	0
/article/3596936-amazon-com-amzn-q3-2015-results-earnings-call-transcript	AMZN	10/23/2015	AMZN	0	0	0	0	0.015727392	0	0	0
/article/3372425-whole-foods-market-wfm-walter-robb-on-q3-2015-results-earnings-call-transcript	AMZN	7/29/2015	WFM	0.001408451	0	0	0	0.015492958	0.001408451	0.004225352	0
/article/3353155-amazon-com-amzn-q2-2015-results-earnings-call-transcript	AMZN	7/23/2015	AMZN	0	0	0	0	0.015	0.00125	0	0
/article/3150566-whole-foods-markets-wfm-ceo-john-mackey-on-q2-2015-results-earnings-call-transcript	AMZN	5/6/2015	WFM	0	0	0	0	0.0078125	0.0015625	0	0
/article/3098186-amazon-coms-amzn-q1-2015-results-earnings-call-transcript	AMZN	4/23/2015	AMZN	0	0	0	0	0.021505376	0	0.001536098	0
/article/2909156-whole-foods-markets-wfm-ceo-john-mackey-on-q1-2015-results-earnings-call-transcript	AMZN	2/11/2015	WFM	0	0	0	0	0.009370817	0	0.001338688	0
/article/2867036-amazon-coms-amzn-q4-2014-results-earnings-call-transcript	AMZN	1/29/2015	AMZN	0	0	0	0	0.023328149	0	0	0
/article/2646805-whole-foods-markets-wfm-ceo-john-mackey-on-q4-2014-results-earnings-call-transcript	AMZN	11/5/2014	WFM	0.001385042	0	0	0	0.011080332	0	0.004155125	0
/article/2592525-amazon-com-amzn-q3-2014-results-earnings-call-transcript	AMZN	10/23/2014	AMZN	0	0	0	0	0.026431718	0	0	0
/article/2361235-whole-foods-markets-wfm-ceo-john-mackey-on-q3-2014-results-earnings-call-transcript	AMZN	7/30/2014	WFM	0.001760563	0	0	0	0.017605634	0.001760563	0.001760563	0
/article/2341115-amazon-coms-amzn-management-on-q2-2014-results-earnings-call-transcript	AMZN	7/24/2014	AMZN	0	0	0	0	0.022099448	0	0.001841621	0
/article/2196343-whole-foods-wfm-ceo-john-mackey-on-q2-2014-results-earnings-call-transcript	AMZN	5/6/2014	WFM	0	0	0	0	0.014044944	0	0	0
/article/2164313-amazon-coms-management-discusses-q1-2014-results-earnings-call-transcript	AMZN	4/24/2014	AMZN	0	0	0	0	0.020592021	0	0.001287001	0
/article/2016501-whole-foods-ceo-discusses-f1q-2014-results-earnings-call-transcript	AMZN	2/12/2014	WFM	0	0	0	0	0.007281553	0	0.002427184	0
/article/1983061-amazon-coms-management-discusses-q4-2013-results-earnings-call-transcript	AMZN	1/30/2014	AMZN	0.001445087	0	0	0	0.034682081	0	0.001445087	0
/article/1814262-whole-foods-markets-ceo-discusses-f4q-2013-results-earnings-call-transcript	AMZN	11/6/2013	WFM	0	0	0	0	0.020361991	0.002262443	0.002262443	0
/article/1771612-amazon-coms-management-discusses-q3-2013-results-earnings-call-transcript	AMZN	10/24/2013	AMZN	0	0	0	0	0.030664395	0	0	0
/article/1591702-whole-foods-markets-ceo-discusses-f3q-2013-results-earnings-call-transcript	AMZN	7/31/2013	WFM	0.002	0	0.002	0	0.012	0	0.008	0
/article/1574282-amazon-com-inc-amzn-management-discusses-q2-2013-results-earnings-call-transcript	AMZN	7/25/2013	AMZN	0	0	0	0	0.018552876	0	0	0
/article/1411591-whole-foods-markets-ceo-discusses-q1-2013-results-earnings-call-transcript	AMZN	5/7/2013	WFM	0.002118644	0	0	0	0.01059322	0	0.006355932	0
/article/1373791-amazon-coms-management-discusses-q1-2013-results-earnings-call-transcript	AMZN	4/25/2013	AMZN	0	0	0	0	0.033268102	0	0.001956947	0
/article/1182211-whole-foods-markets-ceo-discusses-q1-2013-results-earnings-call-transcript	AMZN	2/13/2013	WFM	0.003278689	0	0	0	0.029508197	0.003278689	0.006557377	0
/article/1142111-amazon-coms-management-discusses-q4-2012-results-earnings-call-transcript	AMZN	1/29/2013	AMZN	0	0	0	0	0.037190083	0	0	0
/article/988851-whole-foods-markets-ceo-discusses-f4q12-results-earnings-call-transcript	AMZN	11/7/2012	WFM	0.004347826	0	0	0	0.019565217	0	0.008695652	0
/article/953461-amazon-coms-ceo-discusses-q3-2012-results-earnings-call-transcript	AMZN	10/26/2012	AMZN	0	0	0	0	0.028462998	0	0	0
/article/754571-amazon-coms-management-discusses-q2-2012-results-earnings-call-transcript	AMZN	7/26/2012	AMZN	0	0	0	0	0.035294118	0	0.002941176	0
/article/749741-whole-foods-market-management-discusses-q3-2012-results-earnings-call-transcript	AMZN	7/25/2012	WFM	0.006	0	0.004	0	0.018	0	0.006	0.002
/article/553491-whole-foods-markets-ceo-discusses-f2q12-results-earnings-call-transcript	AMZN	5/2/2012	WFM	0.002262443	0	0	0	0.022624434	0	0.002262443	0
/article/534301-amazon-com-management-discusses-q1-2012-results-earnings-call-transcript	AMZN	4/26/2012	AMZN	0	0	0	0	0.019756839	0	0	0
/article/352241-whole-foods-markets-ceo-discusses-f1q2012-results-earnings-call-transcript	AMZN	2/8/2012	WFM	0.001801802	0	0	0	0.010810811	0	0.005405405	0
/article/330392-amazon-com-management-discusses-q4-2011-results-earnings-call-transcript	AMZN	1/31/2012	AMZN	0	0	0	0	0.047984645	0.001919386	0	0
